,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
GQ6_2_matrix
JK25_2_2,0.66113,0.0552827,3227.66,207.308,70.4521,6.37852,4298.12,93.9419,0.79968,0.0397517,4733.16,50.5411,1.6407,0.130721,0.273094,0.791,
JK25_2_3,0.145722,0.00985015,873.69,54.8327,6.51213,0.592758,2002.5,79.266,0.330457,0.0212238,3514.08,105.768,7.22166,0.458167,0.30053,0.397369,
JK25_2_4,0.521197,0.0386148,2689.83,162.227,53.9587,5.03268,4000.17,76.5482,0.733389,0.0283926,4645.2,44.1189,2.02134,0.143059,0.161636,0.85664,
JK25_2_5,52.4449,43.2203,16392.6,748.538,6266.62,5071.98,7372.55,136.493,0.907067,0.0203255,4884.42,31.08,0.108691,0.0146573,-0.132549,0.999874,
JK25_2_6,0.44064,0.0333678,2336.95,151.806,41.1424,3.66972,3733.04,100.281,0.708136,0.0449897,4390.13,86.919,2.42258,0.193566,0.27859,0.492471,
JK25_2_7,1.14597,0.098127,4899.22,322.228,131.653,12.7271,4873.34,114.062,0.833674,0.0369287,4649.29,53.0217,0.987234,0.0948754,-0.0268524,0.832842,
JK25_2_8,0.408863,0.031534,2193.22,141.36,35.3423,3.37869,3573.37,93.4617,0.63324,0.0351481,4342.15,72.6137,2.65717,0.182286,0.184548,0.704738,
JK25_2_9,1.53198,0.136486,5786.53,325.229,171.785,15.7218,5165.35,96.1959,0.848148,0.0380222,4686.95,56.9926,0.758513,0.0672868,0.31175,0.847096,
JK25_2_10,5.96127,0.681699,11836.2,520.077,720.444,82.5251,6548.29,97.7617,0.896279,0.0283787,4810.27,37.5028,0.21023,0.0184725,0.223576,0.951826,
JK25_2_11,3.47394,0.661138,8152.52,883.788,385.051,76.3654,5461.8,233.281,0.783876,0.03624,4557.89,74.5037,0.843932,0.167614,-0.283759,0.978672,
JK25_2_12,0.149431,0.0133653,894.168,74.4516,5.00876,0.857152,1743.36,152.221,0.258048,0.0414818,2991.33,334.213,7.14107,0.659598,0.359757,-0.0404689,
JK25_2_13,0.355558,0.0375063,1901.97,161.605,26.3403,3.15589,3232.46,102.802,0.584729,0.0451938,4155.3,100.745,3.38299,0.311134,0.628855,0.883615,
JK25_2_14,4.06464,0.356159,10120.9,423.82,503.296,47.1042,6226.54,95.4274,0.895844,0.0335915,4766.77,49.1566,0.279973,0.0223757,0.134457,0.938401,
JK25_2_15,0.546536,0.0502895,2740.44,184.345,53.5331,5.10035,4007.53,97.4565,0.713987,0.028529,4615.7,54.7919,2.04677,0.152422,0.145131,0.938315,
JK25_2_16,0.169948,0.0130601,1004.52,68.3578,8.90226,1.07103,2234.13,85.3782,0.373425,0.0219375,3708.6,91.2874,6.28132,0.386947,-0.178282,0.925093,
JK25_2_17,0.298891,0.0311829,1643.02,136.893,22.6885,3.37526,3043.67,123.855,0.529716,0.0376748,4090.66,105.781,3.8965,0.314562,0.0409282,0.929867,
JK25_2_18,0.263249,0.0211559,1488.7,103.122,18.6909,1.82428,2968.37,96.3985,0.522985,0.0279294,4198.33,79.8639,4.159,0.296885,0.103218,0.885937,
JK25_2_19,0.433539,0.0464282,2263.82,202.859,40.6314,5.2346,3606.21,138.593,0.628829,0.0282802,4453.72,62.4667,2.86043,0.300738,-0.225801,0.868768,
JK25_2_20,0.311151,0.0286588,1712.05,131.141,25.461,2.90583,3215.46,101.628,0.583107,0.0284147,4330.57,70.0872,3.7044,0.26567,-0.0940218,0.912901,
JK25_2_21,0.509341,0.0350105,2628.25,146.864,49.0167,3.78305,3961.37,78.1094,0.698095,0.0277962,4563.02,55.1784,2.06538,0.145738,0.357126,0.715596,
JK25_2_22,7.91352,1.00846,13618.4,675.822,962.455,122.938,6877.93,128.988,0.887032,0.039988,4734.42,72.3513,0.148499,0.0158074,0.152943,0.918248,
JK25_2_23,2.65611,0.291315,7862.39,507.787,324.077,36.9325,5693.47,128.851,0.866378,0.0281934,4779.09,40.8278,0.522752,0.063434,0.0383366,0.92805,
JK25_2_24,0.330652,0.0330766,1770,116.707,27.2104,3.14744,3269.1,91.5588,0.593767,0.0333965,4328.27,76.5791,3.43268,0.242853,0.120428,0.971143,
JK25_2_25,0.232516,0.0264671,1310.42,124.636,13.6321,2.39951,2486.78,139.927,0.39819,0.0345204,3663.89,136.08,5.39574,0.461697,-0.131291,0.932097,
JK25_2_26,2.74089,0.206236,8329.06,347.28,328.419,27.4255,5826.37,85.058,0.858271,0.0222734,4811.46,37.6667,0.400382,0.0297055,0.152456,0.849845,
JK25_2_27,1.92299,0.141342,6827.31,324.233,236.094,19.593,5500.12,85.2892,0.871159,0.0236738,4851.79,27.8099,0.572325,0.0445276,0.189495,0.869607,
JK25_2_28,0.608718,0.0507299,3049.34,227.283,66.5852,6.06107,4205.54,110.614,0.76379,0.0270122,4717.09,38.583,2.03443,0.284671,-0.0894283,0.876791,
JK25_2_29,1.60876,0.158711,6016.55,397.638,182.561,19.4638,5185.38,108.11,0.807502,0.0283305,4737.78,38.4006,0.771626,0.0692728,0.161878,0.912266,
JK25_2_30,1.00232,0.0743303,4396.22,237.565,114.461,9.61462,4762.64,91.9179,0.808225,0.0226405,4762.27,35.711,1.08765,0.0813778,0.0117935,0.890723,
JK25_2_31,1.08371,0.0922665,4589.59,286.673,128.823,12.1355,4833.66,105.185,0.83632,0.0258149,4773.96,39.6278,1.12329,0.110775,0.00509319,0.898125,
JK25_2_32,0.813413,0.0673372,3756.01,210.42,91.4912,8.16938,4537.86,73.8582,0.799583,0.0212692,4776.92,34.9741,1.34785,0.0893085,0.208509,0.95485,
JK25_2_33,13.3148,1.47146,16228.1,707.497,1702.43,197.449,7387.88,133.642,0.90918,0.0238327,4849.01,32.2402,0.100311,0.0120807,0.0690866,0.9734,
JK25_2_34,0.773201,0.067527,3675.42,245.206,90.6019,9.0933,4517.12,93.7794,0.808692,0.0243036,4774.73,36.1261,1.44169,0.106489,0.025283,0.93929,
JK25_2_35,7.4155,0.709186,13349.9,566.94,943.188,98.0538,6864.03,109.966,0.899189,0.0240482,4800.35,38.4574,0.159716,0.014749,0.139246,0.957537,
JK25_2_36,0.473994,0.0440065,2434.06,181.389,47.6411,5.20946,3824.69,113.283,0.686002,0.0244385,4610.43,48.0794,2.49655,0.214214,-0.246843,0.946982,
JK25_2_37,0.524159,0.0498917,2665.92,202.152,46.3503,5.25356,3832.81,112.378,0.65369,0.0592897,4282.06,111.581,2.07559,0.175327,0.453242,0.516392,
JK25_2_38,1.91561,0.150167,6730.77,326.497,241.211,20.6359,5520.45,88.8537,0.881376,0.0250036,4827.16,33.6145,0.57225,0.0461417,0.444907,0.887118,
JK25_2_39,2.04859,0.174911,6974.7,337.675,235.118,19.3548,5522.13,84.9884,0.859104,0.0392597,4707.09,50.4933,0.538242,0.0396785,0.447739,0.805802,
JK25_2_40,0.652293,0.0473501,3210.86,186.636,71.8047,5.85502,4311.5,86.3227,0.785162,0.0279176,4723.35,40.3954,1.63481,0.125221,0.219716,0.842774,
JK25_2_41,0.927956,0.114695,3958.67,325.817,103.257,13.0527,4568.58,116.54,0.809006,0.027911,4717.37,45.4349,1.41779,0.121167,0.0501324,0.964788,
JK25_2_42,0.654302,0.0535377,3196.74,203.76,71.4327,6.96538,4251.89,92.5872,0.753067,0.0241656,4706.14,38.5516,1.70047,0.128225,-0.0791534,0.892029,
JK25_2_43,0.622865,0.0411483,3094.19,160.89,70.3774,5.47328,4296.7,80.3349,0.795254,0.0206498,4788.49,30.7083,1.66938,0.113301,0.0334208,0.837244,
JK25_2_44,1.46922,0.123233,5664.66,300.904,160.342,13.6563,5120.49,91.0995,0.838317,0.0233988,4780.4,36.7646,0.752027,0.0628803,0.282269,0.755121,
JK25_2_45,0.642659,0.0528383,3131.69,199.183,66.5376,6.04726,4206.56,91.1844,0.776327,0.0238476,4718.71,38.3647,1.70115,0.130667,0.256923,0.913958,
JK25_2_46,0.860273,0.0612469,3964.2,211.966,90.9197,7.0905,4556.66,86.0601,0.799269,0.0252672,4751.09,40.5183,1.19073,0.0815567,0.20703,0.809279,
JK25_2_47,2.61938,0.240029,7980.34,397.281,307.051,29.8689,5717.59,96.1596,0.887527,0.0268946,4801.18,36.7517,0.430109,0.0363128,0.049772,0.910662,
JK25_2_48,19.6069,2.67718,18238.3,655.374,2288.81,300.671,7657.08,116.973,0.901469,0.0253233,4832.01,31.5776,0.0670482,0.00701162,0.164491,0.976877,
JK25_2_49,2.6465,0.232127,8131.04,400.296,299.954,27.2654,5730.97,94.9357,0.880311,0.0310513,4789.2,41.9373,0.417225,0.0333572,0.227897,0.891935,
JK25_2_50,10.4421,2.39064,14981.4,606.03,1230.42,261.362,7067.31,116.634,0.899592,0.0314291,4765.82,53.2133,0.116717,0.011485,0.0502442,0.965861,
JK36_2
JK36_2_1,0.560274,0.065507,2765.42,269.486,41.6346,5.98434,3541.09,163.617,0.531165,0.0483858,3937.18,157.512,2.86078,0.385316,0.303922,0.792233,
JK36_2_2,0.770276,0.0558166,3642.75,204.37,58.848,5.06687,4107.96,87.884,0.570066,0.0344801,4253.39,87.537,1.48946,0.110304,0.411382,0.428932,
JK36_2_3,0.685594,0.0548475,3299.74,198.409,51.9453,5.00149,3946.48,100.118,0.554858,0.0335964,4171.8,94.362,1.70424,0.116085,0.299809,0.672236,
JK36_2_4,0.436403,0.0326125,2304.69,143.682,24.8082,2.402,3251.81,110.228,0.430917,0.0297334,3912.02,102.024,2.65338,0.199845,0.219673,0.658013,
JK36_2_5,0.605178,0.0473564,2995.6,186.928,41.3205,3.92961,3724.56,101.811,0.510614,0.0362804,4067.49,101.379,1.98342,0.165324,0.321483,0.55982,
JK36_2_6,0.746227,0.0651148,3495.63,230.626,52.2216,5.62402,3921.62,111.308,0.510602,0.0337568,4077.68,111.096,1.66218,0.148544,0.300029,0.656987,
JK36_2_7,2.19565,0.241125,7186.92,469.541,232.737,26.7201,5403.75,121.782,0.762306,0.0323974,4646.79,58.0796,0.619585,0.0606357,0.0156012,0.891376,
JK36_2_8,0.318991,0.0270384,1755.15,129.748,17.697,2.12421,2847.37,112.899,0.41022,0.0402679,3594,139.408,3.85148,0.385526,0.401835,0.379733,
JK36_2_9,1.21436,0.176767,4669.76,400.623,122.778,18.0177,4661.69,146.154,0.755363,0.0446624,4525,83.3102,1.29564,0.148924,0.243186,0.976686,
JK36_2_10,0.667888,0.0608918,3249.29,239.162,55.352,6.21119,3986.67,118.772,0.604752,0.0404585,4219.19,87.1219,1.81182,0.179063,0.115436,0.776472,
JK36_2_11,0.553327,0.0605784,2722.09,223.816,39.2791,5.77722,3588.02,152.655,0.522421,0.0461527,3931.51,133.72,2.29731,0.216495,-0.0315794,0.817635,
JK36_2_12,0.391208,0.0356289,2080.67,156.924,23.8354,2.91201,3129.08,127.353,0.465438,0.0406892,3832.24,146.73,3.08267,0.280067,0.289033,0.664975,
JK36_2_13,0.771382,0.0829274,3541.18,284.335,55.5971,7.34626,3946.41,141.48,0.59355,0.0590848,3886.76,151.242,1.69341,0.176708,0.328064,0.642056,
JK36_2_14,0.645735,0.0649023,3121.3,241.625,45.3157,5.80069,3767.68,129.045,0.520319,0.039504,4061.04,98.4344,1.89414,0.194648,-0.0117538,0.813196,
JK36_2_15,0.545091,0.0502573,2728.68,195.433,38.4234,4.26187,3638.83,109.136,0.526261,0.0330488,4152.16,94.4666,2.12926,0.18038,0.403612,0.901558,
JK36_2_16,0.414032,0.0658896,1958.79,189.705,33.8041,6.24174,3252.92,154.193,0.561374,0.0415341,4085.28,114.061,3.55132,0.351143,0.029718,0.972256,
JK36_2_17,0.51422,0.0550918,2633.41,229.216,42.0966,5.69197,3641.27,137.027,0.59954,0.0509623,4110.89,114.151,2.35809,0.234827,0.27189,0.863296,
JK36_2_18,1.37674,0.190297,4983.34,398.482,132.463,21.91,4631.69,152.003,0.747329,0.0838326,4147.63,127.785,1.10946,0.136659,0.638327,0.95425,
JK36_2_19,0.540747,0.0571609,2678.35,219.786,40.7602,4.89786,3679.49,128.289,0.584407,0.045398,4131.87,102.66,2.32592,0.236219,0.417727,0.809966,
JK36_2_20,0.448241,0.0435552,2341.81,188.422,36.4266,4.34227,3548.25,115.989,0.61025,0.0520288,4122.63,103.816,2.70001,0.298881,0.818872,0.780938,
JK36_2_21,0.458151,0.0419532,2385.2,184.083,34.4806,3.78754,3482.14,118.96,0.548617,0.035364,4176.47,95.7923,2.58949,0.241584,0.228427,0.76212,
JK36_2_22,0.290043,0.0213652,1626.39,104.472,18.9807,1.77094,2998.89,94.7347,0.494243,0.0365776,3984.01,102.227,3.65598,0.268271,0.280516,0.526405,
JK36_2_23,0.518786,0.0521145,2624.73,219.465,41.5491,4.92574,3644.33,137.495,0.61675,0.0639182,4027.57,145.034,2.41538,0.301494,0.753558,0.747842,
JK36_2_24,0.611205,0.069108,2934.25,241.43,57.9884,7.2895,3986.12,124.955,0.661696,0.0286838,4535.37,58.5779,2.06665,0.184456,-0.138004,0.924741,
JK36_2_25,2.45901,0.619558,6218.85,706.463,282.583,77.3821,5079.57,180.259,0.825529,0.0572353,4462.81,87.2501,1.02476,0.139483,0.257077,0.959235,
JK36_2_26,0.878285,0.123712,3690.32,378.06,80.2675,11.5333,4208.53,155.524,0.710217,0.0508899,4299.03,107.923,1.9001,0.254142,0.312884,0.823124,
JK36_2_27,0.58454,0.055862,2870.69,218.762,41.7477,4.62504,3695.77,119.04,0.552949,0.0478802,4002.19,117.16,2.14683,0.227751,0.418965,0.608207,
JK36_2_28,0.692062,0.0567156,3317.53,206.477,50.7374,4.6996,3934.43,97.8848,0.545791,0.0310472,4208.06,88.8808,1.62485,0.12886,0.36466,0.776763,
JK36_2_29,0.503417,0.0417711,2578.16,169.481,37.9451,3.74604,3622.63,91.5363,0.558737,0.0393599,4148.62,95.4795,2.22078,0.170214,0.47499,0.774105,
JK36_2_30,0.567616,0.062366,2853.68,255.323,45.9036,5.81616,3764.89,126.583,0.595083,0.0468654,4168.07,112.269,2.20292,0.213627,0.419112,0.807313,
JK36_2_31,0.34831,0.0334809,1878.66,153.289,17.7857,2.35493,2861.68,131.466,0.398485,0.0402214,3572.83,148.539,3.37893,0.319365,0.228724,0.668244,
JK36_2_32,0.599108,0.102761,2809.81,384.83,53.7658,11.0184,3752.3,201.104,0.56984,0.0667468,4067.03,145.339,3.8897,0.728553,0.116739,0.945325,
JK36_2_33,0.363882,0.0431458,1941.59,193.229,29.4639,4.59784,3216.02,156.171,0.555051,0.0523484,3977.88,148.258,3.66525,0.365286,0.170229,0.842078,
JK36_2_34,0.41671,0.0387588,2189.13,167.94,28.1263,3.49133,3293.18,127.647,0.506445,0.0412758,3922.37,134.075,2.83629,0.249518,0.240928,0.734416,
JK36_2_35,0.371595,0.0534585,1916.61,207.938,26.8602,4.93223,3109.15,124.243,0.577018,0.0633454,3756.93,177.305,3.6992,0.359524,0.538402,0.907593,
JK36_2_36,0.27862,0.0299083,1538.47,144.081,22.2668,3.03085,3062.6,134.784,0.703323,0.107144,3926.31,160.957,4.7513,0.668048,0.575624,0.574324,
JK36_2_37,0.834176,0.0696248,3864.07,252.065,71.3478,6.7374,4275.37,97.724,0.622998,0.0394554,4307.43,83.1199,1.34573,0.115676,0.476828,0.63458,
JK36_2_38,0.418171,0.034864,2210.18,155.567,28.1044,2.90268,3346.12,107.215,0.506748,0.0380287,4061.55,93.9937,2.68217,0.227445,0.356212,0.601534,
JK36_2_39,0.512494,0.0446911,2605.32,182.275,37.8491,4.12633,3586,113.416,0.55889,0.0496805,3968.74,117.411,2.25849,0.196873,0.436376,0.560315,
JK36_2_40,0.48186,0.0458516,2508.7,203.372,35.6424,3.66012,3571.51,121.547,0.578708,0.0534351,4066.72,108.745,2.41485,0.224495,0.599702,0.653941,
JK36_2_41,0.542553,0.0503421,2740.35,204.794,43.5096,4.59481,3786.8,109.406,0.594087,0.0395567,4229.38,93.8338,2.16765,0.19759,0.291684,0.770303,
JK36_2_42,0.596353,0.0507333,2988.91,215.987,51.2305,5.04047,3930.46,98.0294,0.622959,0.0419882,4308.66,90.0003,1.90663,0.190629,0.612222,0.640059,
JK36_2_43,0.62077,0.0633763,3015.85,249.844,51.9243,6.29558,3905.65,120.405,0.715958,0.105134,4013.91,128.941,2.18125,0.362771,0.983564,0.519715,
JK36_2_44,0.392717,0.0305804,2105.59,137.526,27.6382,2.77957,3339.02,96.9214,0.507586,0.033678,4076.05,94.1028,2.82461,0.213874,0.223498,0.661465,
JK36_2_45,1.09702,0.099327,4704.82,320.93,96.3078,10.2349,4525.79,112.561,0.650129,0.0537053,4150.24,116.285,1.03943,0.0952,0.517691,0.573035,
JK36_2_46,0.292652,0.0317342,1607.09,144.094,20.3928,2.89058,2886.85,125.933,0.47057,0.0415118,3844.45,116.532,4.1723,0.355967,0.325499,0.835179,
JK36_2_47,0.434613,0.0406957,2263.71,178.695,36.7266,4.28271,3539.28,126.044,0.635059,0.0597973,4043.24,153.745,2.77306,0.282743,0.463888,0.485525,
JK36_2_48,0.332319,0.0371768,1872.51,196.371,23.0856,3.38674,2992.88,150.764,0.478411,0.0489932,3726.96,159.946,3.96378,0.445751,0.376835,0.749697,
JK36_2_49,0.47562,0.0405646,2488.1,180.688,33.7609,3.50516,3486.47,111.869,0.50393,0.033681,4052.78,101.651,2.41774,0.201783,0.245182,0.685474,
JK36_2_50,0.498602,0.0523335,2511.76,206.442,39.0742,4.95524,3566.5,133.342,0.590327,0.0548867,3967.08,136.71,2.51769,0.248073,0.257397,0.597866,
JK36_2_51,0.521486,0.045141,2642.49,186.4,45.4916,4.47355,3820.15,109.89,0.630658,0.0430915,4293.93,96.1418,2.16311,0.185519,0.291207,0.688543,
JK36_2_52,0.527825,0.0404125,2737.62,179.521,37.4648,3.1388,3666.71,89.9638,0.523277,0.0285417,4170.05,80.1991,2.08095,0.163108,0.444116,0.620025,
JK36_2_53,0.302428,0.0261533,1673.96,127.213,21.177,2.01505,3097.79,100.87,0.577608,0.0538555,3983.36,125.135,3.78735,0.350441,0.696241,0.353744,
JK36_2_54,0.521224,0.0383471,2682.97,163.336,38.4547,3.20494,3692.5,85.9108,0.533619,0.0305847,4195.57,80.6476,2.0727,0.15797,0.499677,0.451162,
JK36_2_55,0.236866,0.0182281,1357.67,90.2673,15.2622,1.69436,2753.8,98.477,0.456517,0.0276191,3969.99,86.9985,4.44811,0.313548,-0.0578672,0.877049,
JK36_2_56,0.393912,0.0368734,2089.08,159.731,25.5034,3.19706,3203.93,123.331,0.498974,0.0514606,3773.34,147.775,3.00486,0.264741,0.389206,0.343057,
JK36_2_57,1.01887,0.100505,4339.75,299.013,82.9039,9.10088,4373.44,118.999,0.654892,0.0555985,4118.37,117.886,1.23233,0.133948,0.77948,0.671195,
NF10_4
NF10_4-57,0.800848,0.0479261,3783.23,176.186,63.416,4.37618,4210.28,69.1545,0.569064,0.0144646,4412.6,36.848,1.27395,0.0784453,0.322666,0.685414,
NF10_4-58,0.746993,0.0502547,3587.37,192.94,58.8697,4.80304,4114.17,84.5334,0.5703,0.0195667,4399.91,50.2252,1.4049,0.0959049,-0.0070543,0.815643,
NF10_4-59,0.657816,0.0415371,3260.2,161.062,54.5665,3.94793,4062.21,71.1035,0.587742,0.0188184,4432.31,45.5649,1.68114,0.10226,0.426071,0.655142,
NF10_4-60,0.50542,0.0309958,2632.66,135.34,38.2121,2.71524,3710.59,74.7143,0.540993,0.0156277,4338.27,42.2103,2.24546,0.139359,0.192431,0.707459,
NF10_4-61,0.593359,0.0478328,2967.5,190.283,46.0401,4.52487,3851.22,98.7784,0.544685,0.0216382,4310.45,57.713,2.07802,0.151325,-0.109217,0.91188,
NF10_4-62,0.694042,0.0447339,3384.39,167.003,57.9694,4.31553,4124.53,73.4472,0.593545,0.0178611,4457.86,43.2311,1.74343,0.160205,0.0307818,0.731239,
NF10_4-63,0.577694,0.0421148,2913.81,172.81,47.7044,3.99733,3889.64,87.5547,0.577063,0.016921,4426.13,43.2218,2.14781,0.159474,-0.0561506,0.882933,
NF10_4-64,0.672433,0.038197,3313.75,151.364,62.743,4.07052,4212.25,62.2897,0.649953,0.0107906,4618.9,23.3868,1.72136,0.0999974,0.287253,0.731787,
NF10_4-65,0.479281,0.0336395,2510.47,140.002,36.8972,3.04083,3649.48,80.8969,0.54678,0.024443,4283.48,61.4861,2.55105,0.178692,0.253101,0.640425,
NF10_4-66,0.498994,0.0332599,2587.53,142.332,39.4702,3.1491,3711.07,84.3511,0.549695,0.023111,4309.54,64.5068,2.42826,0.166442,0.164557,0.609479,
NF10_4-67,0.457076,0.0286289,2421.42,129.114,33.4899,2.50381,3564.78,75.1381,0.510371,0.0185216,4239.24,53.1093,2.57323,0.164041,0.193253,0.631075,
NF10_4-68,0.422325,0.0267824,2258.23,118.744,31.2793,2.25607,3518.17,70.8769,0.520973,0.0166637,4271.27,47.9373,2.75562,0.171126,0.237564,0.702264,
NF10_4-69,0.549458,0.0370746,2808.67,155.331,39.8857,3.2034,3724.96,80.2586,0.514322,0.0217538,4235.46,58.6298,2.10555,0.130101,0.196061,0.702986,
NF10_4-70,0.486417,0.0316355,2536.77,134.475,36.0743,2.73556,3640.26,78.822,0.519862,0.0184577,4265.32,55.2788,2.34851,0.145998,0.221909,0.682093,
NF10_4-71,0.819274,0.060538,3852.1,212.305,74.2948,6.52072,4329.18,82.5996,0.629863,0.0287498,4439.49,56.5951,1.42007,0.103494,0.0491484,0.304629,
NF10_4-72,0.629347,0.0381284,3130.41,150.314,51.7006,3.54312,4006.85,67.7853,0.579156,0.0163067,4426.28,39.2279,1.74723,0.109411,0.365795,0.663743,
NF10_4-73,0.622283,0.043428,3096.3,171.809,49.982,4.19411,3938.89,84.325,0.561336,0.0216882,4347.69,55.073,1.79142,0.118012,0.0441501,0.779723,
NF10_4-74,0.715878,0.0451817,3466.83,173.123,63.4624,4.53121,4208.41,72.9389,0.624188,0.0205544,4509.12,44.1122,1.49706,0.0963434,0.421928,0.56484,
NF10_4-75,0.727485,0.0469124,3537.56,190.465,57.1503,4.35545,4122.61,73.6781,0.552134,0.0209211,4330.05,51.7852,1.43916,0.0989594,0.289328,0.698353,
NF10_4-76,0.526096,0.033268,2718.49,141.376,39.7539,2.95124,3739.13,72.6053,0.54127,0.020184,4312.65,54.2175,1.97154,0.118152,0.239518,0.673142,
NF10_4-77,0.667266,0.0407845,3275.19,157.671,48.2254,3.50684,3929.58,74.4304,0.511879,0.014448,4273.68,41.5836,1.548,0.0945667,0.0987481,0.74072,
NF10_4-78,0.587065,0.037852,2968.5,153.573,41.8775,3.10444,3795.96,73.1884,0.506577,0.0185628,4221.48,53.9778,1.76138,0.112483,0.292311,0.724267,
NF10_4-79,0.75353,0.0556648,3580.42,201.76,56.937,5.09788,4060.79,89.2949,0.531237,0.0186512,4294.19,52.0379,1.43801,0.0978088,-0.0888592,0.868726,
NF10_4-80,1.52409,0.0939012,5925.78,233.363,127.776,9.06422,4916.2,75.3176,0.589253,0.0139145,4465.45,34.8372,0.672328,0.0400766,0.0896514,0.787431,
NF10_4-81,0.946381,0.0625764,4248.49,207.37,75.5178,5.73035,4378.63,73.3131,0.56789,0.02099,4398.37,53.0284,1.09823,0.0707333,0.358886,0.602793,
NF10_4-82,0.657175,0.0396581,3239.84,154.398,49.6141,3.54159,3971.83,72.7349,0.545715,0.0189487,4333.53,52.5139,1.56434,0.093679,0.432846,0.52238,
NF10_4-83,0.827712,0.0613704,3844.52,213.841,64.5198,5.97839,4185.62,97.0626,0.570549,0.0325114,4264.48,73.7726,1.30466,0.0929719,0.203552,0.713269,
NF10_4-84,0.853222,0.0623852,3932.55,218.919,66.3653,5.69095,4234.14,84.8739,0.561642,0.0239278,4336.72,63.049,1.26582,0.093974,0.195435,0.756979,
NF10_4-85,1.03611,0.065762,4559.2,210.234,87.4477,6.33554,4526.78,73.776,0.606585,0.0188115,4499.67,43.1839,0.997885,0.0616023,0.256318,0.641094,
NF10_4-86,1.13271,0.0711191,4874.33,211.884,99.5734,6.94208,4665.91,68.215,0.637969,0.0193148,4545.73,42.9585,0.912271,0.0567552,0.358905,0.604816,
NF10_4-87,1.26128,0.0899397,5225.15,263.656,115.839,8.96193,4799.25,76.0658,0.669455,0.026437,4563.34,46.9259,0.843695,0.0605259,0.35653,0.72009,
NF10_4-88,0.675542,0.0476469,3285.38,181.813,48.3984,3.90661,3951.3,81.9015,0.532539,0.0211269,4285.37,56.5216,1.53621,0.10001,0.22342,0.743228,
NF10_4-89,0.727664,0.0436606,3507.82,161.837,51.2926,3.5826,3999.88,72.2053,0.520507,0.0136997,4284.54,39.543,1.40633,0.0850786,0.19829,0.62842,
NF10_4-90,0.576896,0.0337644,2933.99,141.562,40.4623,2.71697,3771.42,65.6779,0.509918,0.0139948,4252.01,41.7569,1.74966,0.100013,0.131872,0.612083,
NF10_4-91,0.628816,0.0433881,3109.58,172.174,42.7662,3.40584,3802.75,85.04,0.497551,0.0163561,4213.16,49.5658,1.68483,0.124308,-0.0323251,0.765096,
NF10_4-92,0.751922,0.0511966,3589.49,189.954,56.3668,4.73514,4053.59,82.1962,0.544517,0.0222675,4315.01,58.4142,1.39721,0.0938067,0.181447,0.683479,
NF10_4-93,0.743282,0.0599595,3521.97,225.854,51.6226,5.72837,3830.14,141.662,0.480045,0.0291264,4037.89,103.811,1.53527,0.138725,-0.550196,0.854145,
NF10_4-94,0.674899,0.0420636,3303.99,160.94,49.5332,3.56886,3955.88,72.9848,0.53518,0.0128397,4327.8,36.9107,1.52432,0.0992587,0.171073,0.783997,
NF10_4-95,0.551292,0.0361998,2807.83,149.407,39.4066,2.96804,3724.11,78.2099,0.528749,0.0186705,4282.05,50.829,1.89312,0.124135,0.300002,0.659165,
NF10_4-96,0.608,0.0430019,3026.39,165.334,46.7937,3.89236,3886.03,81.2478,0.571255,0.0204264,4376.75,50.2309,1.74602,0.113352,0.0607232,0.806247,
NF10_4-97,0.573301,0.0385459,2894.31,155.94,41.442,3.2471,3767.74,77.1892,0.532268,0.0205089,4296.97,56.5484,1.84512,0.126931,0.30835,0.637992,
NF10_4-98,0.59556,0.039289,2986.15,157.122,45.1996,3.41499,3859.37,78.9246,0.557602,0.0197757,4362.34,49.7405,1.74976,0.117533,0.260029,0.668309,
NF10_4-99,0.436678,0.0301879,2314.91,130.71,30.0727,2.50471,3446.82,81.7272,0.501383,0.0175181,4222.44,50.8229,2.39508,0.156383,0.0467177,0.813515,
NF10_4-100,0.554422,0.0337215,2829.72,138.037,43.1852,3.01696,3824.91,70.3395,0.570661,0.0161974,4408.47,39.0426,1.83079,0.114493,0.242385,0.680164,
NF10_4-101,0.688744,0.0467908,3356.01,177.373,52.2469,3.87089,4009.33,76.2603,0.565367,0.0176091,4392.79,46.7874,1.52029,0.0970056,0.298734,0.760381,
NF10_4-102,0.753723,0.052491,3596.57,194.38,57.6257,4.95475,4094.29,85.0137,0.557019,0.0208481,4347.21,51.7497,1.38216,0.0979628,0.0891892,0.839812,
NF10_4-103,0.845702,0.0529251,3921.63,184.864,65.6233,4.8208,4241.11,76.0948,0.567896,0.0170834,4400.96,45.249,1.21642,0.0790565,0.243618,0.713284,
NF10_4-104,0.897202,0.0643019,4066.53,213.877,79.3801,6.58043,4403.45,83.9712,0.645073,0.0198329,4565.57,41.6259,1.18813,0.0873204,0.0883358,0.873744,
