,Si29_mean,Si29_2SE,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Si29_CPS_mean,Si29_CPS_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
JK34-16,49238.4,730.082,7.25299e+06,361709,807.817,31.3827,2558.88,124.831,2381.95,117.874,5526.59,274.664,456.098,79.3905,383.98,31.5678,7.31456e+06,362818,20.5561,1.72815,1,0,12438,725.334,7.25263e+06,361706,158.161,31.399,2555.99,124.831,2379.03,117.874,5520.72,274.67,456.125,79.3903,383.536,31.5675,7.27663e+06,362811,7.24575,0.367317,13386,295.543,928.752,48.7705,6886.81,53.8635,7748.27,5769.86,54519.3,2308.01,15.5862,0.727195,2.11963,17973.7,306.309,674.39,33.2773,90.1649,6568.99,50.085,7748.27,5769.86,54519.3,2308.01,0.933573,0.0206045,0.0209134,4874.54,37.8789,0.0681932,0.00338219,450.826,339.058,5.70396,0.26591,0.775072,12170.8,276.575,806.159,741.799,36.5815,99.1174,6665.62,50.0735,135.674,0.940631,0.0207604,0.0210717,4875.06,39.3173,39.9068,0.188082,0.00932977,0.0271944,0.214988,0.870941,
JK34-17,52500.9,1036.88,7.2647e+06,429227,734.112,32.8022,1169.32,65.5301,991.21,43.5523,2294.96,127.081,437.51,43.6669,320.524,24.855,7.32339e+06,429983,20.4374,1.73384,1,0,16008.2,1035.36,7.2644e+06,429228,72.2587,32.8444,1166.4,65.5306,988.298,43.5522,2288.51,127.089,437.47,43.6679,320.087,24.8561,7.2856e+06,429984,4.28293,0.36163,10317.2,392.578,509.931,42.8294,6238.19,78.7006,7.3485,0.987549,39122.1,1895.93,9.31344,0.703755,1.38226,14677.4,411.21,364.373,25.3958,51.9127,5923.86,68.7769,7.3485,0.987549,39122.1,1895.93,0.890875,0.0286882,0.0288911,4795.74,39.2341,0.122248,0.00736301,-30.9568,45.0008,3.44382,0.260676,0.511999,9265.6,329.651,647.474,405.43,28.3073,57.8641,6031.75,68.8846,140.81,0.897673,0.0289073,0.0291117,4803.75,39.3549,39.6331,0.333274,0.0200955,0.03947,0.258164,0.632015,
JK34-18,51782.3,1072.5,7.22614e+06,401258,704.89,28.4666,717.906,65.6667,572.753,49.7924,1396.16,140.371,71.5232,13.296,550.792,37.1849,7.28212e+06,402501,20.4367,1.73377,1,0,15196.6,1079.64,7.22578e+06,401259,24.9886,28.5043,714.945,65.6673,569.849,49.7922,1388.75,140.39,71.5248,13.2944,550.18,37.1896,7.24409e+06,402507,1.31248,0.0605264,5363.78,175.83,143.987,6.27314,5024.69,47.7956,17622.5,19519,121750,14483.1,2.9723,0.181553,0.420855,8682.27,294.697,108.72,6.47072,14.9792,4708.47,62.5287,17622.5,19519,121750,14483.1,0.816855,0.0348551,0.0349957,4711.16,45.1017,0.380304,0.0236103,7946.21,8111.76,1.11094,0.0676323,0.156777,4695.58,199.058,461.432,122.42,7.25767,16.8009,4828.28,62.3708,144.383,0.823145,0.0351236,0.0352652,4716.18,45.2284,45.4108,1.02232,0.0632319,0.146577,0.410484,0.823521,
JK34-19,46662.4,658.37,7.42882e+06,322614,750.668,31.578,1728.63,63.4683,1601.31,53.6446,3677.82,158.637,215.792,30.8323,119.351,8.42008,7.48377e+06,323291,20.4367,1.73377,1,0,9734.03,660.345,7.42841e+06,322615,72.1278,31.6029,1725.63,63.4688,1598.41,53.6445,3669.45,158.648,215.608,30.8401,118.542,8.42083,7.44556e+06,323291,16.9227,1.25665,18088.4,403.755,2203.18,170.904,7716.51,70.6077,-2065.22,779.887,57900.4,2139.12,38.636,3.29924,5.93655,23046.4,458.178,1639.38,133.02,243.293,7408.3,73.9238,-2065.22,779.887,57900.4,2139.12,0.937901,0.0247769,0.0250368,4827.71,50.546,0.0315967,0.00216968,-61.7434,24.8156,14.6307,1.2499,2.24903,17102.2,438.406,788.854,1872.51,152.036,278.073,7543.29,73.871,135.11,0.945189,0.0249696,0.0252315,4825.24,52.1247,52.6715,0.0837097,0.00573788,0.0103246,0.170613,0.982575,
JK34-20,50114.4,908.656,7.50753e+06,385220,708.786,30.9285,576.575,67.3953,485.902,56.4084,1129.41,134.854,28.2895,8.7536,655.374,42.5974,7.56168e+06,386286,20.4367,1.73377,1,0,13299.1,903.889,7.50712e+06,385219,69.0589,30.8909,573.551,67.3958,483.013,56.4083,1120.77,134.852,27.6301,8.75472,654.633,42.5941,7.52372e+06,386276,0.84669,0.0567699,3881.43,188.296,97.382,6.28546,4636.17,73.5122,-1135.57,195.526,50399.6,4250.04,1.89202,0.157994,0.288746,6689.13,345.081,73.2907,6.01451,10.9139,4323.6,89.5183,-1135.57,195.526,50399.6,4250.04,0.860818,0.0408323,0.0409656,4668.25,61.1046,0.617666,0.0466477,-712.626,92.4341,0.726341,0.0604179,0.110418,3426.91,210.81,385.27,84.9534,6.94481,12.602,4471.9,89.4086,162.24,0.867566,0.0411527,0.041287,4666.95,61.6691,61.8705,1.60897,0.121075,0.221274,0.450396,0.923494,
JK34-21,48124.7,743.484,7.1099e+06,364193,783.573,34.6782,1527.04,67.6261,1406.79,63.6419,3218.74,170.847,363.165,41.6175,210.527,17.1173,7.16595e+06,365020,20.4367,1.73377,1,0,10881.8,738.157,7.10956e+06,364195,61.0942,34.7002,1523.97,67.6259,1403.97,63.6418,3215.44,170.855,363.165,41.6175,209.571,17.1198,7.1274e+06,365018,8.44695,0.652494,14002.4,384.359,1056.21,75.9138,6990.22,69.9376,113092,99471.4,48572.6,1822.66,18.2911,1.30049,2.67404,18628.8,376.735,761.657,49.6679,106.884,6673.16,64.5077,113092,99471.4,48572.6,1822.66,0.931226,0.0249373,0.0251919,4821.56,50.975,0.06169,0.0037031,3390.1,3409.58,6.20963,0.441308,0.907407,12363.3,340.53,700.191,817.356,53.2794,114.656,6744.76,64.5041,138.811,0.939101,0.0251482,0.0254049,4817.05,53.149,53.6916,0.185626,0.0111452,0.0229164,0.204614,0.943835,
JK34-22,47868,883.355,6.52511e+06,367273,808.413,34.1513,1970.09,150.093,1764.43,133.291,4004.01,301.09,418.802,51.2935,433.915,31.105,6.58275e+06,368605,20.4367,1.73377,1,0,11441.8,870.498,6.5247e+06,367274,92.773,34.0894,1967.02,150.093,1761.61,133.291,3999.95,301.106,418.8,51.2935,432.945,31.1034,6.54485e+06,368588,4.61448,0.231295,11011.9,264.134,569.81,28.2324,6413.95,51.5823,-4191.03,8215.23,48812.3,2088.7,10.3234,0.592653,1.44576,15403,326.941,424.868,24.0724,58.023,6098.46,56.7021,-4191.03,8215.23,48812.3,2088.7,0.904582,0.0229034,0.0231648,4824.94,37.829,0.107637,0.00595173,-1323.47,1617.94,3.46071,0.199105,0.485712,9474.5,277.893,677.912,451.899,25.6405,61.8026,6160.79,56.7927,136.891,0.912294,0.0230987,0.0233624,4830.24,38.0838,38.5185,0.329597,0.0182799,0.0445934,0.210814,0.887923,
JK34-23,45034.3,735.837,6.00419e+06,290690,762.281,31.5429,1624.35,98.7134,1426.58,88.935,3339.3,209.702,931.623,83.3766,446.762,34.1977,6.05768e+06,291610,20.4367,1.73377,1,0,9258.25,732.257,6.00371e+06,290691,67.7102,31.4431,1621.25,98.714,1423.77,88.9349,3333.92,209.727,931.632,83.3764,446.023,34.1963,6.02055e+06,291602,4.21158,0.297204,10290.4,376.395,518.435,38.7568,6247.19,79.6991,4.40499,0.400785,32378.6,1441.07,9.53372,0.77233,1.44209,14629.4,504.359,380.579,30.3349,56.1836,5940.9,93.2774,4.40499,0.400785,32378.6,1441.07,0.889375,0.0232614,0.0235103,4834.79,30.7291,0.131251,0.011531,0.526914,0.0378138,3.16285,0.256631,0.479178,8789.74,402.512,751.565,401.879,32.0629,59.384,5995.79,93.3823,172.954,0.897017,0.0234611,0.0237122,4847.03,30.7111,31.0397,0.407699,0.0358845,0.0670032,0.0354936,0.937665,
JK34-24,60971.3,2710.28,6.37111e+06,363384,825.511,35.9742,2617.4,156.389,2328.66,130.336,5500.67,341.962,1030.31,73.9598,615.148,35.8325,6.44585e+06,366549,20.4367,1.73377,1,0,25118.4,2716.43,6.37058e+06,363384,145.322,35.9158,2614.26,156.389,2325.86,130.336,5493.67,341.988,1030.27,73.9588,614.601,35.8325,6.40878e+06,366554,4.63285,0.352294,10774.2,398.914,567.036,40.8615,6360.34,79.8709,6.58082,0.718793,38030.3,1716.08,10.5402,0.99273,1.67282,15118.6,542.3,431.9,38.6035,66.1094,6043.79,95.1839,6.58082,0.718793,38030.3,1716.08,0.910865,0.0221304,0.0224046,4870.26,27.044,0.120531,0.0101015,0.666714,0.0507263,3.46801,0.327156,0.55128,9219.44,454.112,765.209,453.564,40.5819,69.4975,6093.09,95.2784,163.166,0.918753,0.0223223,0.0225989,4873.53,27.4769,27.8173,0.378517,0.0317744,0.0535419,0.106475,0.962931,
JK34-25,51021.4,1070.59,6.61645e+06,376344,789.702,30.6314,2270.25,143.018,2070.75,135.07,4623.83,307.849,1137.57,124.503,714.463,66.2759,6.67948e+06,377624,20.4367,1.73377,1,0,14897.7,1072.4,6.61589e+06,376344,118.293,30.5955,2267.06,143.019,2067.95,135.07,4615.51,307.867,1137.56,124.504,714.057,66.2768,6.64213e+06,377628,3.86508,0.303089,9663.06,439.589,482.847,37.8194,6129.77,103.517,5.93835,0.763132,35324.7,1857.55,8.87566,0.763914,1.36712,13840.4,593.356,377.652,33.4107,57.6056,5813.71,118.478,5.93835,0.763132,35324.7,1857.55,0.916673,0.0224619,0.0227355,4840.07,35.0966,0.161786,0.0189805,0.758997,0.0708479,2.9023,0.249946,0.447308,8197.84,457.609,818.946,395.033,34.9596,60.276,5859.02,118.558,204.413,0.924673,0.0226578,0.0229338,4849.16,35.1889,35.6175,0.512087,0.0601379,0.107624,-0.174671,0.963706,
JK34-26,142634,5999.11,6.50758e+06,284357,718.202,30.0106,1748.72,118.969,1347.25,90.9596,3297.9,240.379,3098.56,354.119,1413.7,115.969,6.66324e+06,290317,20.4367,1.73377,1,0,106542,5995.22,6.50702e+06,284356,64.4865,29.9043,1745.48,118.97,1344.46,90.9595,3289.01,240.381,3098.41,354.118,1413.6,115.967,6.62589e+06,290313,1.34935,0.0891099,5330.06,243.346,144.763,9.87655,4979.03,77.9773,1.21131,0.0897426,15576.2,920.592,3.08411,0.245788,0.464347,8629.11,387.967,110.208,8.81845,16.2881,4668.03,91.4314,1.21131,0.0897426,15576.2,920.592,0.78184,0.0241964,0.0243816,4729.11,37.8306,0.391021,0.0321997,0.501589,0.0273158,1.00432,0.080088,0.151304,4294.06,249.061,470.532,115.001,9.20461,17.0013,4710.67,91.5146,169.032,0.788715,0.0244091,0.0245959,4728.6,37.839,38.1286,1.24331,0.102464,0.193578,-0.23621,0.92681,
JK34-27,47920,830.863,7.65514e+06,292250,759.438,29.3852,2152.57,81.1803,1939.22,62.3195,4543.31,173.19,348.35,28.729,227.451,13.2209,7.71341e+06,293080,20.4367,1.73377,1,0,12094.6,826.368,7.65461e+06,292250,129.705,29.3564,2149.26,81.1811,1936.44,62.3194,4534.6,173.185,347.825,28.7297,227.35,13.2239,7.67636e+06,293072,10.3192,0.616996,15322.7,318.733,1307.72,79.9637,7234.99,60.3538,16.1146,1.69216,54484.6,1704.91,22.9023,1.46215,3.27057,20090.8,378.415,976.291,65.5826,137.906,6917.82,64.8266,16.1146,1.69216,54484.6,1704.91,0.928092,0.0204858,0.0207929,4875.91,29.2351,0.0491726,0.00281583,0.0672214,1.47216,7.44163,0.475168,1.06286,13443.6,347.692,777.724,1017.77,68.3706,143.768,6960.02,64.831,136.325,0.936317,0.0206673,0.0209772,4882.57,29.486,29.9281,0.156634,0.00897034,0.020065,0.11465,0.811708,
JK34-28,45074.5,693.214,6.86931e+06,332806,650.662,28.6271,652.121,73.5218,530.683,62.0533,1302.73,149.627,504.562,67.1709,630.146,32.0574,6.91907e+06,333732,20.6771,1.73377,1,0,9437.07,691.822,6.86877e+06,332807,34.5602,28.6178,648.778,73.5222,527.905,62.0532,1294.53,149.616,504.294,67.1621,629.651,32.0629,6.88223e+06,333730,0.999442,0.0697815,4384.49,218.44,112.708,8.35198,4730.75,70.007,-29.4044,46.7181,27453.1,1539.29,2.26212,0.206621,0.355234,7393.33,387.353,86.5596,8.46766,13.689,4412.74,87.8553,-29.4044,46.7181,27453.1,1539.29,0.832436,0.0336859,0.0338369,4712.81,45.7318,0.54414,0.0398848,-11.3494,25.9329,0.734873,0.0671112,0.115381,3453.35,234.064,402.415,90.2771,8.82892,14.273,4454.89,87.878,142.066,0.839868,0.0339864,0.0341388,4715.67,45.8801,46.0858,1.73153,0.126869,0.218121,0.306027,0.920713,
JK34-29,45213.7,638.601,7.91407e+06,254553,646.121,29.9767,620.717,76.8607,372.826,41.9996,861.377,105.88,736.788,148.567,580.332,181.755,7.96399e+06,254752,20.5569,1.72821,1,0,9673.97,637.375,7.91348e+06,254554,24.4766,30.0357,617.369,76.8606,370.055,41.9995,853.984,105.865,736.83,148.566,579.752,181.756,7.9272e+06,254750,2.18992,0.320733,6603.79,608.714,224.6,36.4399,4948.75,228.979,15.7067,26.175,19891.3,2266.9,5.26768,0.868148,1.09839,10262.5,889.681,182.603,33.1408,40.164,4642.3,247.004,15.7067,26.175,19891.3,2266.9,0.680158,0.0500561,0.0501241,4116.6,158.207,0.517462,0.0926056,0.770231,0.087622,1.71375,0.282366,0.357252,5403.28,562.913,712.204,190.751,34.6115,41.9464,4685.47,247.277,299.681,0.686274,0.0505058,0.0505744,4113.17,159.282,159.499,1.63994,0.293333,0.371128,-0.500093,0.965867,
JK34-30,45860.2,780.221,7.37374e+06,325929,696.772,29.0227,1083.71,78.263,973.483,64.3666,2272.5,178.797,1032.52,89.8357,429.551,32.4208,7.42613e+06,326838,20.6771,1.73377,1,0,10590.3,774.302,7.37312e+06,325929,61.6688,29.0442,1080.39,78.2621,970.718,64.3665,2266.05,178.781,1032.5,89.8359,429.169,32.4183,7.38953e+06,326833,2.67884,0.170012,8211.93,308.127,336.737,21.7148,5855.96,63.1971,2.53079,0.215774,24153.9,1178.54,6.07775,0.437226,0.89102,12273.9,419.102,250.771,17.3167,35.6491,5547.85,74.6463,2.53079,0.215774,24153.9,1178.54,0.922122,0.0311583,0.0313585,4785.17,47.841,0.195155,0.0156671,0.471148,0.0355441,1.9843,0.142664,0.290734,6803.9,313.185,638.238,262.805,18.14,37.3438,5595.33,74.6141,153.604,0.930478,0.0314411,0.0316431,4781.96,48.6689,48.9815,0.614916,0.0492786,0.100425,0.328334,0.906224,
JK34-31,52191.7,1359.41,7.50444e+06,283379,738.008,31.3877,1738.8,95.7134,1468.27,92.5054,3446.98,236.317,1592.74,133.555,976.49,61.0386,7.56703e+06,284948,20.6764,1.73371,1,0,17359.6,1353.1,7.50385e+06,283378,96.2316,31.4036,1735.54,95.7121,1465.51,92.5053,3440.99,236.316,1592.76,133.556,976.384,61.0403,7.53072e+06,284943,1.99628,0.148585,6803.54,326.653,231.18,18.9311,5401.16,93.6278,2.64603,0.2776,24119,1561.04,4.6483,0.429477,0.732814,10479.7,505.947,182.218,18.2498,29.0814,5083.09,112.673,2.64603,0.2776,24119,1561.04,0.832337,0.0225857,0.0228103,4777.69,38.9834,0.296013,0.0282547,0.66174,0.040441,1.52511,0.140745,0.240152,5633.79,359.18,612.867,191.73,19.1873,30.5754,5134.68,112.624,179.469,0.839934,0.0227916,0.0230182,4788.02,39.0768,39.4654,0.924516,0.0880968,0.150319,-0.263493,0.967891,
JK34-32,47397.7,902.433,6.39049e+06,367102,756.797,34.1909,2280.76,161.477,1995.06,130.159,4564.98,305.315,1257.8,127.994,751.63,74.1501,6.44988e+06,368539,20.4374,1.73384,1,0,12727.4,903.508,6.38998e+06,367100,117.58,34.1487,2277.58,161.475,1992.3,130.159,4558.93,305.315,1257.72,127.997,751.58,74.1528,6.41382e+06,368535,3.19332,0.163633,9088.65,256.055,395.323,22.8243,6010.18,58.9858,4.0539,0.295071,31629.3,1184.21,6.99138,0.376134,0.969051,13207,307.937,290.101,17.467,40.0567,5693.59,59.6142,4.0539,0.295071,31629.3,1184.21,0.89721,0.0230667,0.0233221,4835.32,32.464,0.15605,0.00856094,0.630251,0.0392625,2.31039,0.124148,0.319848,7610.99,244.643,630.286,306.965,18.4686,42.3536,5750.83,59.5919,136.661,0.905459,0.0232789,0.0235367,4832.92,32.5299,32.89,0.482472,0.0264333,0.0681014,0.0618861,0.9187,
JK34-33,52666.7,1504.88,6.57971e+06,371386,717.763,33.3556,1225.45,82.2888,1098.44,79.6337,2495.1,199.948,419.087,41.9471,965.754,54.1925,6.63971e+06,373148,20.4367,1.73377,1,0,17968.8,1502.91,6.57932e+06,371384,87.6943,33.2941,1222.38,82.2864,1095.7,79.6336,2489.32,199.94,418.949,41.945,965.426,54.1974,6.60394e+06,373141,1.27194,0.0436424,5259.53,125.744,154.199,5.7321,5100.24,38.3261,7.51804,0.779031,40742,1584.88,2.83789,0.132632,0.386012,8551.74,223.983,115.268,5.83455,15.4659,4785.49,52.5634,7.51804,0.779031,40742,1584.88,0.892037,0.0298824,0.0300777,4825.01,36.6409,0.377854,0.0179919,3.01111,0.321486,0.945728,0.04405,0.128204,4247.53,146.853,427.403,122.739,6.19794,16.4292,4848.9,52.4698,139.084,0.900296,0.0301589,0.030356,4822.43,37.675,37.9212,1.15339,0.054663,0.159092,0.2624,0.803728,
JK34-34,137320,3783.2,6.02425e+06,346013,900.032,33.6316,4469.13,247.209,4085.87,228.853,9355.66,519.237,766.91,54.922,671.708,38.388,6.18309e+06,350446,20.6771,1.73377,1,0,102759,3781.41,6.02392e+06,346012,287.921,34.4434,4466.2,247.206,4083.13,228.853,9350.13,519.238,766.973,54.9208,671.073,38.3935,6.14756e+06,350443,6.7581,0.204156,13162.1,169.054,843.911,25.9058,6835.91,33.3516,13.8454,1.03483,53369.9,1362.04,14.9813,0.591854,2.00314,17717,249.616,628.958,25.7362,82.2823,6515.53,43.9068,13.8454,1.03483,53369.9,1362.04,0.918597,0.0165405,0.0169118,4904.79,25.291,0.0696984,0.00278757,0.964706,0.0613976,5.04327,0.198412,0.671526,11484.4,219.488,742.861,674.714,27.532,88.024,6586.91,43.7852,139.988,0.927163,0.0166947,0.0170694,4909.35,25.5831,26.1572,0.209749,0.00833386,0.028206,0.129661,0.898011,
JK34-35,92781.9,2239.49,6.55029e+06,225169,677.616,31.5349,1359.4,99.7207,1155.8,89.3152,2632.31,187.341,1155.98,84.8271,607.483,38.2908,6.65111e+06,227225,20.4374,1.73384,1,0,58338.9,2237.01,6.54997e+06,225169,72.7937,31.5232,1356.66,99.718,1153.07,89.3151,2626.44,187.347,1155.8,84.8266,606.622,38.291,6.61559e+06,227226,2.35483,0.174141,7685.54,351.821,293.159,23.9451,5644.77,88.5911,2.77207,0.285403,25366.1,1405.51,5.39504,0.496209,0.849215,11557.2,513.312,227.089,22.8691,36.3215,5329.29,105.015,2.77207,0.285403,25366.1,1405.51,0.866475,0.0291903,0.029379,4775.67,40.4339,0.233737,0.0205104,0.585871,0.0415899,1.83862,0.168694,0.288704,6557.95,393.157,672.85,245.713,24.7013,39.2315,5409.42,104.911,166.624,0.874615,0.0294645,0.0296549,4783.59,40.6897,40.9527,0.691075,0.0604736,0.103495,-0.123465,0.948317,
JK34-36,542486,10160.3,4.05201e+06,215134,721.774,29.9277,2124.47,119.628,1616.89,87.1608,3995.47,251.803,7270,538.05,2468.4,148.581,4.61459e+06,215076,20.4367,1.73377,1,0,508190,10160,4.05165e+06,215135,114.912,29.9364,2121.88,119.625,1614.16,87.1607,3989.37,251.802,7269.43,538.052,2467.69,148.576,4.57915e+06,215070,0.918998,0.0336129,4164.01,112.392,96.1538,3.9503,4618.44,42.6468,0.587688,0.0286994,9305.87,374.226,2.01288,0.0885508,0.271946,7072.42,202.251,71.2424,3.43851,9.49688,4317.91,48.4164,0.587688,0.0286994,9305.87,374.226,0.762783,0.0173216,0.017567,4772.27,26.9352,0.518797,0.0228722,0.352429,0.0124276,0.695503,0.0304537,0.0935255,3378.44,117.131,359.719,77.8325,3.74733,10.3498,4406.65,48.3517,133.543,0.769998,0.0174855,0.0177333,4776.3,26.704,27.0824,1.50857,0.0661017,0.203003,0.0894589,0.880165,
JK34-37,44034.8,623.95,6.89392e+06,219895,616.249,26.5837,354.093,58.2794,228.372,47.8696,572.696,109.644,1050.1,204.011,462.645,66.1425,6.94165e+06,220663,20.4367,1.73377,1,0,10063.5,618.272,6.89351e+06,219897,4.81815,26.595,351.599,58.2783,225.651,47.8695,567.147,109.626,1049.83,204.003,462.192,66.1402,6.90657e+06,220653,0.79571,0.0888243,3545.33,259.91,58.0586,8.25112,4002.81,148.001,0.81756,0.195552,8746.46,1207.89,1.74099,0.208157,0.304612,6137.31,410.303,44.0001,6.88996,8.79569,3703.45,159.662,0.81756,0.195552,8746.46,1207.89,0.564741,0.0488109,0.0488589,4007.52,156.359,0.74636,0.0669929,0.590957,0.0690968,0.610552,0.0728551,0.106614,2884.34,234.792,343.589,48.545,7.59296,9.69314,3799.83,160.061,204.334,0.570119,0.0492756,0.0493241,4021.82,156.188,156.342,2.13016,0.190722,0.279098,0.0641831,0.934329,
JK34-38,44311.9,560.273,6.74752e+06,181749,625.177,28.8078,694.614,53.2616,578.602,41.1363,1349.1,115.842,655.286,63.399,353.822,32.2366,6.79636e+06,182249,20.4367,1.73377,1,0,10640,559.509,6.74707e+06,181749,22.6134,28.7396,692.139,53.2617,575.888,41.1362,1344.89,115.823,655.323,63.3992,353.364,32.2386,6.76159e+06,182246,2.63336,0.297952,7698.63,474.448,316.187,40.1125,5607.18,110.067,3.00564,0.479046,24631.5,1734.78,5.88266,0.692286,1.02173,11454.6,548.414,226.366,26.3807,38.5633,5292.8,105.112,3.00564,0.479046,24631.5,1734.78,0.850702,0.0319974,0.0321634,4728.27,40.5008,0.244267,0.0216834,0.624663,0.0611023,2.09845,0.246916,0.364419,6677.52,430.463,635.312,252.63,29.4554,43.0578,5403.42,105.214,153.802,0.858859,0.0323045,0.0324721,4731.8,40.2869,40.4959,0.684412,0.0608081,0.0897455,0.182198,0.976332,
JK34-39,45024.4,705.639,6.39459e+06,226820,713.657,35.3771,2022.8,120.18,1824.59,104.34,4144.17,257.317,746.739,70.045,281.869,24.6687,6.44978e+06,227912,20.5569,1.72821,1,0,11388.5,704.044,6.39416e+06,226820,143.391,35.1756,2020.29,120.181,1821.89,104.34,4140.94,257.31,746.742,70.0447,281.299,24.6697,6.41514e+06,227908,7.88153,0.44942,13849.3,333.632,986.151,61.1079,6949.03,63.3293,6.78874,0.627173,39621.7,1478.22,17.464,1.02737,2.45605,18467,349.689,727.535,46.4605,101.643,6631.66,64.7451,6.78874,0.627173,39621.7,1478.22,0.907249,0.0216516,0.0219295,4873.43,28.1055,0.0630156,0.00352154,0.44396,0.0383883,6.34138,0.372424,0.890327,12582.5,315.465,754.16,821.152,52.3946,114.625,6754.52,64.6826,141.508,0.916006,0.0218607,0.0221414,4880.47,28.6008,28.9679,0.172985,0.00964017,0.0230461,-0.0164929,0.935808,
JK34-40,69481.7,1592.31,6.52496e+06,208572,647.42,28.3481,1137.72,49.8688,965.602,49.1186,2279.56,129.031,1204.62,99.4014,592.094,44.9535,6.60175e+06,210059,20.6764,1.73371,1,0,36059.7,1587.19,6.52458e+06,208571,114.514,28.3378,1135.12,49.8703,962.899,49.1185,2276.33,129.034,1204.55,99.403,591.52,44.9532,6.5674e+06,210051,2.25357,0.156799,7444.4,315.42,266.337,19.6519,5584.4,83.4092,2.51252,0.252542,23646.5,1329.87,4.98445,0.392941,0.748201,11218.3,413.411,199.081,16.6126,29.7982,5265.42,88.6841,2.51252,0.252542,23646.5,1329.87,0.842812,0.0278476,0.0280347,4769.05,36.3387,0.228648,0.015882,0.545203,0.0382079,1.84614,0.145111,0.276307,6586.01,322.121,613.353,227.457,18.9491,33.9892,5400.17,88.6604,159.031,0.851001,0.0281183,0.0283072,4771.41,36.3196,36.5636,0.614655,0.0426304,0.0811727,-0.071571,0.917893,
JK34-41,48855.5,911.771,6.4138e+06,251500,979.394,48.1081,6419.55,493.174,5905.5,455.501,13466,1073.14,601.306,40.0683,728.075,46.1232,6.49102e+06,254248,20.4367,1.73377,1,0,14405.5,907.24,6.4135e+06,251502,351.872,48.1131,6416.55,493.173,5902.84,455.501,13461.8,1073.15,601.11,40.0706,727.542,46.1293,6.45559e+06,254244,8.70116,0.307966,14519,210.068,1100.7,36.6784,7089.52,35.3137,30.0001,4.66587,63551.4,2378.15,19.6174,0.990095,2.69443,19211.4,319.502,825.889,40.149,110.199,6772.41,51.5548,30.0001,4.66587,63551.4,2378.15,0.925478,0.0127134,0.0131998,4937.95,21.0354,0.0561489,0.00296276,1.62875,0.244608,5.64873,0.286776,0.780426,11976.6,283.544,771.63,722.181,35.32,96.9443,6635.78,51.8473,142.307,0.934982,0.012844,0.0133355,4944.81,21.9228,22.7616,0.202339,0.0107672,0.0293017,0.256284,0.96084,
