,Si29_mean,Si29_2SE,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Si29_CPS_mean,Si29_CPS_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
JK34-42,46962.5,1107.45,6.44565e+06,210620,642.92,27.9074,780.165,79.8499,606.311,64.5259,1483.56,153.4,720.287,63.9803,399.091,31.8676,6.49755e+06,211875,20.4367,1.73377,1,0,13161.4,1093.53,6.44525e+06,210622,22.601,27.8961,777.197,79.8496,603.665,64.5258,1479.37,153.393,720.353,63.9791,398.364,31.8691,6.46267e+06,211861,2.12718,0.160823,7065.52,301.12,219.962,15.0159,5431.76,72.4527,2.63406,0.355058,23743.2,1442.09,4.6245,0.353721,0.688536,10791.3,413.829,165.902,13.426,24.6014,5116.01,80.0801,2.63406,0.355058,23743.2,1442.09,0.792658,0.0337213,0.0338581,4656.41,54.086,0.249916,0.0181549,0.67851,0.0784517,1.31416,0.100683,0.195985,5238.19,274.581,534.486,143.221,11.605,21.2646,4967.69,80.0984,146.77,0.800847,0.0340697,0.0342079,4653.32,54.5207,54.7419,0.918146,0.0668298,0.130088,0.307068,0.91738,
JK34-43,50895.9,756.664,6.35925e+06,200948,732.925,30.7642,2099.96,89.5655,1692.61,74.4865,4070.41,174.881,2971.78,274.044,1222.71,105.169,6.42345e+06,201363,20.4367,1.73377,1,0,17508.6,757.093,6.35874e+06,200950,121.201,30.7403,2096.97,89.5661,1689.97,74.4864,4066.91,174.871,2971.6,274.051,1221.97,105.168,6.38892e+06,201362,2.00435,0.124696,6873.84,272.381,226.866,14.8461,5416.82,74.3359,1.63911,0.130255,18825.5,992.187,4.21364,0.245173,0.591457,10485.2,317.29,159.77,10.2297,22.3335,5101.16,69.0498,1.63911,0.130255,18825.5,992.187,0.820898,0.0208859,0.021122,4774.07,32.7926,0.263521,0.0161673,0.425106,0.0228406,1.18847,0.0691774,0.166884,4979.84,207.418,500.377,136.952,8.77343,19.1542,4945.93,68.9641,150.563,0.829429,0.0211031,0.0213416,4788.89,32.7689,33.1393,0.978531,0.0599689,0.14467,-0.0590248,0.934147,
JK34-44,63228.8,1329.24,6.46e+06,173418,751.971,30.4303,2129.9,74.9802,1914.71,62.1587,4481.85,176.319,519.882,56.7244,357.886,31.5926,6.53363e+06,174730,20.4374,1.73384,1,0,29773.9,1330.43,6.45942e+06,173419,148.262,30.3979,2126.84,74.9814,1912.08,62.1586,4478.88,176.317,519.335,56.7248,357.312,31.5903,6.499e+06,174732,7.12747,0.541948,13091.3,433.041,889.358,72.4329,6802.91,83.6078,11.6109,1.36209,47679.7,1928.83,15.2993,1.05862,2.22263,17632.3,436.7,645.774,48.511,93.7674,6485.89,77.3957,11.6109,1.36209,47679.7,1928.83,0.913528,0.0223628,0.0226357,4859.26,28.366,0.0754377,0.00517787,-0.6225,2.89175,4.30619,0.297968,0.625603,10516.7,373.958,785.147,552.536,41.5089,80.233,6327.88,77.3746,149.558,0.923078,0.0225967,0.0228725,4863.72,28.5806,28.9295,0.280983,0.0192873,0.0404948,0.00825874,0.942962,
JK34-45,46987.4,939.032,6.40947e+06,197579,672.921,31.2343,1554.05,87.9884,1254.29,82.5197,3001.71,208.823,1864.65,167.69,1113.34,64.1545,6.46622e+06,198834,20.6771,1.73377,1,0,13827.1,929.083,6.40887e+06,197579,76.0729,31.223,1550.9,87.9903,1251.66,82.5196,2998.85,208.821,1864.38,167.683,1112.91,64.1541,6.43182e+06,198822,1.42298,0.060317,5650.58,160.724,153.848,7.0798,5095.92,48.0995,1.7535,0.109968,20086.2,838.628,3.09823,0.153241,0.424399,8995.75,244.254,111.512,5.91941,15.0679,4777.83,58.3916,1.7535,0.109968,20086.2,838.628,0.788662,0.0207566,0.020976,4773.92,34.0738,0.343186,0.0166517,0.657675,0.0352456,0.873994,0.0431745,0.119571,3987.18,141.707,392.454,95.6502,5.07131,12.909,4623.73,58.2403,148.251,0.796953,0.0209747,0.0211963,4784.65,34.1701,34.5312,1.27253,0.0616159,0.170644,0.224615,0.90619,
JK34-46,53686.8,1698.45,6.22851e+06,211270,666.576,30.1821,1190.13,72.9412,1091.33,59.2403,2623.04,196.326,270.326,31.4002,169.42,12.9881,6.28841e+06,213043,20.4367,1.73377,1,0,21151.6,1689.81,6.22795e+06,211268,67.9428,31.0662,1186.89,72.9426,1088.71,59.2402,2620.09,196.332,270.37,31.3999,168.869,12.9915,6.25461e+06,213032,8.15959,0.566198,13855.1,369.488,1033.75,68.2521,6973.18,62.1294,2785.84,1629.11,65938.9,8341.59,18.1512,1.35412,2.68509,18469.4,428.688,760.728,52.1739,107.97,6654.17,65.5281,2785.84,1629.11,65938.9,8341.59,0.942161,0.0279391,0.0281719,4859.01,28.2883,0.0646487,0.00432302,236.978,127.04,5.15214,0.383954,0.761341,11277.5,374.673,742.938,656.754,45.0018,93.1281,6505.35,65.4507,135.446,0.952124,0.0282348,0.0284701,4871.45,28.3738,28.6102,0.237157,0.0158347,0.0313986,0.42447,0.950482,
JK34-47,46876,1180.09,7.01734e+06,194432,689.304,28.7055,1361.97,74.7888,1241.46,65.274,2821.53,160.917,360.792,46.1518,142.484,11.944,7.07299e+06,193826,20.4367,1.73377,1,0,14467.2,1178.43,7.01688e+06,194430,73.1729,28.7397,1358.69,74.7892,1238.84,65.2739,2818.2,160.921,360.772,46.1521,141.735,11.9451,7.03947e+06,193825,12.9301,1.50057,15878.7,509.285,1642.97,208.159,7308.95,94.3525,-5335.35,3451.4,46886.2,2264.72,28.6386,3.2519,4.89469,20674.8,577.652,1204.98,144.791,208.288,7004.37,101.143,-5335.35,3451.4,46886.2,2264.72,0.917356,0.0246299,0.0248801,4881.05,23.2374,0.0463577,0.00408081,-199.923,128.224,8.21094,0.932192,1.40311,13325.4,519.353,781.717,1051,126.318,181.714,6865.89,101.056,145.373,0.927112,0.024892,0.0251448,4881.69,23.4591,23.6974,0.167287,0.0146994,0.0221252,0.00407232,0.999841,
JK34-48,75358.8,2050.37,7.41796e+06,235844,716.904,30.3942,2409.22,85.7597,2058.23,76.7666,4575.18,179.853,1869.49,128.751,1019.78,69.0408,7.50692e+06,235017,20.5569,1.72821,1,0,42836.8,2048.85,7.4176e+06,235843,104.068,30.382,2405.94,85.7593,2055.62,76.7665,4571.63,179.856,1869.53,128.751,1018.94,69.0413,7.47342e+06,235016,2.62616,0.181587,8051.83,319.649,305.204,20.3307,5759.14,74.2133,2.82793,0.239221,25834.3,1151.41,5.7135,0.424993,0.844562,11960.5,429.63,225.764,16.933,32.7676,5430.08,84.4914,2.82793,0.239221,25834.3,1151.41,0.855414,0.0188756,0.0191587,4846.16,29.6266,0.202734,0.0153245,0.579104,0.0336569,1.65966,0.123136,0.244701,6140.01,300.6,597.364,199.53,14.9292,28.8901,5305.72,84.2734,163.08,0.864564,0.0190775,0.0193636,4842.93,30.3573,30.8126,0.716601,0.0540444,0.107399,-0.174925,0.953553,
JK34-49,41150.5,550.537,7.6095e+06,247324,623.393,29.8605,621.983,50.8132,543.125,44.4811,1252.4,118.091,222.73,30.598,80,8.82017,7.6542e+06,247860,20.4367,1.73377,1,0,8434.43,554.673,7.60916e+06,247324,15.6418,29.8693,618.744,50.8124,540.515,44.481,1248.63,118.095,222.558,30.603,79.0891,8.82093,7.62052e+06,247869,2.16029,9.32262,14376.3,589.122,412.027,970.148,7025.03,108.813,-759.288,290.953,37181.8,2042.74,-4.91554,25.2142,25.222,19022,652.399,440.129,587.363,589.904,6698.63,109.448,-759.288,290.953,37181.8,2042.74,0.905464,0.0355737,0.0357428,4742.19,45.9128,0.0611703,0.00665049,-35.8532,15.3615,-1.47373,7.4562,7.45851,12031.5,576.181,576.36,393.097,529.345,531.635,6589.74,109.325,109.798,0.915203,0.0359564,0.0361274,4753.72,45.9276,46.1461,0.211233,0.0229263,0.0229334,0.295815,0.961564,
JK34-50,60288,2303.61,7.07507e+06,232899,870.03,33.4921,4655.32,246.224,4269.9,217.981,9613.65,528.59,1475.28,140.509,425.759,26.1796,7.15743e+06,235793,20.4367,1.73377,1,0,27442.3,2301.09,7.07468e+06,232901,253.558,33.57,4652.13,246.223,4267.3,217.981,9609.66,528.594,1474.72,140.51,424.754,26.1816,7.12344e+06,235795,11.4471,0.547114,16055.6,287.476,1427.55,63.026,7355.01,46.7807,7.77979,0.58631,42850.1,1378.96,25.2611,1.25145,3.46102,20857.2,326.309,1054.93,48.6773,139.831,7044.07,50.0315,7.77979,0.58631,42850.1,1378.96,0.923473,0.0195761,0.0198941,4882.55,33.0945,0.0426564,0.00220377,0.357247,0.0319421,7.5892,0.375292,1.03791,13695.8,297.031,821.471,964.537,44.3876,127.508,6953.44,49.8926,143.322,0.93346,0.0197879,0.0201093,4883.83,34.8252,35.3909,0.143616,0.00738881,0.0204345,0.365579,0.903002,
JK34-51,40652.3,564.055,6.91666e+06,258014,650.34,29.8664,969.357,64.4808,901.779,59.436,2025.18,133.515,125.001,24.1944,116.078,9.08035,6.96252e+06,258678,20.4367,1.73377,1,0,8144.84,558.523,6.91624e+06,258014,27.569,29.8887,966.21,64.4802,899.179,59.4359,2021.22,133.511,124.719,24.1923,115.043,9.07981,6.92881e+06,258667,10.0419,0.96312,14911.9,528.016,1245.24,108.617,7132.15,85.2601,-2805.22,647.854,50370.7,2740.77,22.678,2.40618,3.76585,19661.6,631.215,917.957,85.2676,142.413,6825.54,97.0416,-2805.22,647.854,50370.7,2740.77,0.938606,0.0318348,0.0320378,4787.36,44.5034,0.0590251,0.0051843,-141.478,35.8804,6.9443,0.735245,1.15071,12790.1,572.74,896.381,855.635,79.2617,132.382,6754.99,96.804,161.68,0.948812,0.0321811,0.0323863,4794,44.5626,44.8467,0.193399,0.0169479,0.0265247,0.295458,0.954159,
JK34-52,59903.1,1100.26,7.21194e+06,244459,794.219,36.0044,4178.81,173.542,3536.87,145.259,8064.33,344.036,2639.16,228.184,1902.15,155.853,7.29335e+06,245854,20.6771,1.73377,1,0,27835.5,1095.87,7.21155e+06,244457,167.943,36.0089,4175.69,173.542,3534.27,145.259,8060.95,344.024,2639.21,228.184,1901.22,155.851,7.26024e+06,245845,2.52211,0.145389,7908.5,264.072,292.486,16.6085,5704.72,59.2752,3.57812,0.253454,29866,1130.56,5.43411,0.272615,0.745765,11812.2,267.162,209.666,10.2263,27.9881,5385.23,50.6276,3.57812,0.253454,29866,1130.56,0.851377,0.0194485,0.0197209,4833.99,26.3491,0.199823,0.00975502,0.76847,0.0416801,1.7009,0.0854133,0.233656,6282.77,202.234,553.23,199.786,9.75634,26.7019,5336.34,50.6983,138.755,0.860684,0.0196612,0.0199365,4835.41,25.9729,26.3366,0.637872,0.03121,0.085378,0.300787,0.899267,
JK34-53,53829.7,1818.03,7.30025e+06,189576,677.438,29.1379,1162.87,105.179,1077.8,96.9696,2468.52,233.24,355.85,31.1698,178.301,16.1656,7.36093e+06,191529,20.4367,1.73377,1,0,22046.6,1813.96,7.29993e+06,189575,55.266,29.1452,1159.75,105.179,1075.21,96.9695,2466.26,233.215,355.832,31.1699,177.556,16.1614,7.32819e+06,191524,7.28122,0.478505,13260.8,378.862,909.05,60.9886,6853.14,67.5057,9.02376,1.11712,42741.8,1983.02,16.2032,1.15204,2.3688,17907.7,477.8,689.145,52.8946,100.652,6546.87,78.3073,9.02376,1.11712,42741.8,1983.02,0.937648,0.0320486,0.0322498,4806.97,40.88,0.0728442,0.00558293,0.647702,0.0995514,5.17925,0.367046,0.754716,11378.9,405.509,833.802,670.636,51.3371,97.6882,6519.99,78.0647,148.548,0.947953,0.0324011,0.0326045,4810.29,40.9557,41.2129,0.226245,0.0172711,0.0355126,0.404447,0.929814,
JK3_mph
JK3_mph-1,98816.4,3091.97,4.92937e+06,172315,540.597,25.6781,498.578,51.5996,347.358,44.0041,881.38,108.926,1515.69,91.7559,389.554,21.4298,5.03367e+06,175496,20.6771,1.73377,1,0,73661,3081.03,4.92913e+06,172316,32.6662,25.6804,495.989,51.5995,345.46,44.0041,877.427,108.927,1515.68,91.7559,388.566,21.4308,5.00773e+06,175484,1.3495,0.127887,5304.5,310.98,120.821,11.9634,4790.07,96.4043,0.605614,0.0685204,9229.94,821.578,3.01087,0.336037,0.510728,8523.89,461.16,91.7338,11.2192,15.9938,4471.99,110.14,0.605614,0.0685204,9229.94,821.578,0.691866,0.0377422,0.0378354,4473.09,73.5055,0.420569,0.03388,0.270483,0.0155755,2.10342,0.231177,0.351356,6975.99,415.764,631.902,203.354,24.5003,34.9271,5275.77,109.767,156.481,0.700872,0.0382335,0.0383279,4491.94,73.4272,73.6085,0.776007,0.0623035,0.0946925,0.276843,0.9588,
JK3_mph-2,58742,2388.47,5.47857e+06,159012,529.557,24.2043,614.797,59.4718,411.82,49.6925,1090.07,118.002,2460.65,144.235,562.611,29.6982,5.54334e+06,161438,20.4367,1.73377,1,0,33928.2,2389.76,5.47824e+06,159014,23.8579,24.1927,612.228,59.4712,409.923,49.6925,1085.97,118.005,2460.66,144.235,561.706,29.6942,5.51763e+06,161441,1.10511,0.0804656,4647.91,215.879,97.7493,8.28775,4575.01,73.7271,0.463004,0.0431919,7390.38,547.053,2.46551,0.217986,0.383023,7685.2,350.984,73.038,7.44567,11.7391,4257.52,87.9207,0.463004,0.0431919,7390.38,547.053,0.64847,0.0303266,0.0304285,4468.72,63.3128,0.475599,0.0327913,0.241352,0.0121182,1.84248,0.160711,0.282386,6472.82,318.419,559.495,172.33,17.3587,27.3683,5121.74,87.8595,138.522,0.656907,0.0307212,0.0308244,4483.6,63.2319,63.4443,0.860196,0.0591556,0.103943,0.128488,0.953519,
JK3_mph-3,173521,3190.55,4.37905e+06,203655,516.463,26.8775,481.57,62.2278,352.119,47.4201,906.054,127.017,697.41,67.0286,257.794,19.2202,4.55619e+06,203569,20.4367,1.73377,1,0,148528,3189.85,4.37863e+06,203656,12.2216,26.8905,479.054,62.2267,350.224,47.42,901.922,127.015,697.41,67.0286,257.183,19.2151,4.53022e+06,203572,1.91862,0.166833,6626.74,324.59,184.687,15.0223,5256.47,84.2987,1.52042,0.19565,17358,1467.11,4.12552,0.378825,0.649022,10236.1,468.35,140.237,14.5179,22.681,4953.08,101.036,1.52042,0.19565,17358,1467.11,0.751649,0.04119,0.0412908,4558.49,66.3243,0.286403,0.0232426,0.444901,0.0427653,3.28785,0.323449,0.554149,9029.86,443.321,759.52,343.186,35.3584,55.2396,5857.32,101.156,158.034,0.761423,0.0417257,0.0418278,4564.77,66.5765,66.7394,0.512313,0.0415401,0.0711686,0.461733,0.944725,
JK3_mph-4,58034.9,1146.16,5.28665e+06,198621,527.934,27.0569,744.776,93.7147,579.244,78.3011,1400.8,185.606,653.614,44.382,265.456,13.9604,5.34941e+06,199866,20.4367,1.73377,1,0,32926,1148.51,5.2862e+06,198621,14.3571,27.1257,742.347,93.713,577.35,78.3011,1396.77,185.606,653.614,44.382,265.057,13.959,5.32332e+06,199869,2.92321,0.281777,8464.84,455.313,304.023,31.3585,5663.13,105.392,2.32179,0.248222,22682.4,1418.18,6.85306,0.822545,1.20122,12455.8,634.554,238.406,29.8696,42.0688,5347.77,124.224,2.32179,0.248222,22682.4,1418.18,0.756755,0.0307644,0.0309011,4655.94,51.891,0.215686,0.0207101,0.442779,0.034024,5.39745,0.648854,0.947563,11201.1,613.447,895.856,585.244,73.5271,103.557,6254.25,124.971,176.011,0.766591,0.0311643,0.0313027,4664.73,52.1213,52.3528,0.385536,0.0370406,0.0540928,0.209656,0.976603,
JK3_mph-5,40381.5,597.33,5.3507e+06,167860,544.206,27.1388,1046.7,109.461,793.034,83.2103,1974.4,233.424,973.726,56.3778,489.816,21.0766,5.39715e+06,168230,20.4367,1.73377,1,0,15135.2,596.904,5.35023e+06,167861,23.8271,27.1183,1044.39,109.46,791.141,83.2103,1970.26,233.428,973.726,56.3778,489.509,21.0752,5.37088e+06,168233,2.18113,0.189206,7273.68,347.274,225.219,19.6788,5421.4,72.5836,2.1764,0.241054,21619.1,1283.45,4.93616,0.54058,0.830549,11041.9,506.643,172.733,19.6841,29.1231,5112.87,91.4353,2.1764,0.241054,21619.1,1283.45,0.765969,0.0260101,0.0261756,4708.59,32.1894,0.251897,0.0191352,0.541271,0.036833,3.77912,0.418606,0.643146,9688.78,488.855,751.078,409.118,47.2222,69.8664,5980.59,92.7083,137.164,0.77592,0.026348,0.0265157,4724.58,32.0355,32.2393,0.455101,0.0346542,0.0532428,0.374643,0.974191,
JK3_mph-6,47385.9,1093.15,5.75616e+06,153474,545.142,26.6451,823.754,100.308,652.472,89.0091,1526.33,211.445,819.384,46.8599,367.101,17.0675,5.78909e+06,149992,20.4367,1.73377,1,0,22104.2,1092.5,5.75568e+06,153475,40.1923,26.5447,821.568,100.305,650.581,89.0091,1522.03,211.446,819.384,46.8599,366.988,17.0643,5.7628e+06,149990,2.36284,0.250657,7312.87,386.587,248.142,28.1357,5442.03,98.5601,2.17695,0.308549,20830,1658.37,5.62417,0.761333,1.04679,11081.9,565.595,196.343,27.5517,36.8013,5125.29,117.866,2.17695,0.308549,20830,1658.37,0.767738,0.0288049,0.0289551,4663.74,50.1158,0.265271,0.0236607,0.493799,0.0371977,4.03397,0.555225,0.763403,9402.83,540.454,743.094,432.899,61.766,82.502,5915.2,120.164,160.505,0.777708,0.0291789,0.0293311,4679.03,50.125,50.3863,0.491273,0.0440312,0.0605404,0.142395,0.979322,
JK3_mph-7,42367.4,879.12,5.28607e+06,189634,529.044,26.7644,792.817,100.484,594.946,83.3436,1499.49,211.493,969.977,63.7083,420.007,21.0369,5.33363e+06,189780,20.4367,1.73377,1,0,17243.4,882.888,5.2856e+06,189634,42.2998,26.7206,790.784,100.482,593.056,83.3435,1495.02,211.498,969.977,63.7083,419.983,21.0388,5.30755e+06,189775,1.84184,0.152523,6521.63,323.692,179.835,15.078,5190.62,77.1567,1.58314,0.17461,17703.8,1204.44,4.18543,0.433584,0.688361,10119.3,490.739,138.486,15.0438,22.8569,4907.73,102.824,1.58314,0.17461,17703.8,1204.44,0.738386,0.0306083,0.0307391,4583.97,54.6856,0.306127,0.0252503,0.474657,0.0329221,2.70201,0.287602,0.456599,8033.02,455.561,723.252,273.552,30.5523,46.4197,5586.41,105.547,160.364,0.747971,0.0310056,0.0311381,4595.04,54.5949,54.8282,0.589657,0.049015,0.0778165,0.369043,0.964009,
JK3_mph-8,59732,941.286,5.27872e+06,181430,524.687,24.9361,666.02,50.3186,476.678,39.098,1200.74,97.9768,750.675,53.3069,349.811,16.8287,5.34374e+06,182283,20.4367,1.73377,1,0,34796.7,940.836,5.27829e+06,181429,38.89,24.9435,664.148,50.3162,474.789,39.098,1195.88,97.9831,750.677,53.3068,349.572,16.8319,5.31787e+06,182282,2.01133,0.140509,6985.55,296.337,200.452,15.9679,5329.15,79.739,1.89085,0.204633,20554,1363.6,4.52134,0.395141,0.699789,10687.7,423.798,152.921,15.4499,24.4902,5002.96,88.394,1.89085,0.204633,20554,1363.6,0.736148,0.0330429,0.0331633,4590.65,52.0086,0.261209,0.0176466,0.548631,0.0494835,2.5496,0.23032,0.407893,7918.57,385.421,682.574,263.112,27.4074,43.4445,5544.28,90.5263,143.496,0.745701,0.0334716,0.0335937,4609.3,51.9579,52.1474,0.532716,0.0362436,0.0641868,0.246511,0.925207,
JK3_mph-9,67791.7,1829.17,5.39153e+06,174210,559.045,27.9678,733.138,67.8979,523.951,51.9393,1363.68,149.733,1027.97,60.2665,452.949,20.1175,5.46411e+06,175985,20.4367,1.73377,1,0,42514.8,1842.1,5.39116e+06,174209,67.921,27.9727,731.406,67.896,522.064,51.9393,1358.32,149.741,1027.96,60.2667,452.429,20.1226,5.43796e+06,175997,1.60383,0.102689,6106.39,260.9,162.13,12.5511,5114.26,77.0897,1.4508,0.167097,17068.8,1204.14,3.68643,0.325188,0.572274,9706.1,423.816,122.824,12.1083,19.4818,4797.97,91.2469,1.4508,0.167097,17068.8,1204.14,0.740747,0.0327109,0.0328341,4584.73,55.6331,0.323281,0.0225605,0.477804,0.0325206,1.78764,0.163615,0.287935,6367.61,341.034,600.161,181.497,18.5718,29.8813,5183.21,94.0604,151.34,0.750356,0.0331352,0.03326,4595.97,55.5914,55.8008,0.716219,0.0507463,0.0893048,0.218903,0.957883,
JK3_mph-10,43642.8,1198.05,5.51535e+06,185465,554.882,27.7917,957.542,93.4013,682.462,66.8257,1694.79,186.248,1210.45,63.5027,534.946,21.3556,5.56547e+06,186855,20.4367,1.73377,1,0,18603.7,1200.28,5.51514e+06,185465,40.5982,27.8389,955.523,93.4,680.585,66.8257,1691.86,186.255,1210.08,63.4963,534.818,21.3512,5.53968e+06,186859,1.84508,0.153865,6510.03,298.363,182.716,16.3955,5188.08,69.3934,1.52568,0.145195,17810.7,1029.91,4.22963,0.462785,0.711396,10152.5,460.034,140.708,16.3655,23.9485,4878.66,88.4387,1.52568,0.145195,17810.7,1029.91,0.72591,0.0271065,0.0272492,4601.88,47.2327,0.296011,0.0221912,0.47833,0.029738,2.8254,0.303333,0.466286,8184.86,401.723,617.53,298.382,33.9532,49.6855,5630.79,83.9236,122.81,0.735303,0.0274573,0.0276018,4616.95,47.0799,47.3277,0.562524,0.0419915,0.0645496,0.313933,0.97529,
JK3_mph-11,54880.7,2463.06,5.41214e+06,188821,555.532,27.9091,610.805,95.0744,449.233,71.9847,1187.44,197.978,784.135,59.9926,305.1,19.086,5.47205e+06,191107,20.5569,1.72821,1,0,29754.4,2463.69,5.41186e+06,188823,34.5991,27.9477,608.895,95.0725,447.357,71.9847,1183.99,197.986,784.194,59.9921,305.047,19.0895,5.44603e+06,191112,1.86061,0.166569,6585.99,366.672,198.95,21.6256,5224.27,98.5168,1.67065,0.249088,17723.4,1369.17,4.24776,0.472284,0.719357,10153.8,523.822,154.017,20.3913,27.9655,4904.38,113.767,1.67065,0.249088,17723.4,1369.17,0.753705,0.0369114,0.0370245,4591.96,54.3317,0.310337,0.0273224,0.460592,0.0495283,3.0468,0.334888,0.510083,8578.4,485.796,739.937,356.193,46.5262,63.808,5755.17,113.096,155.105,0.763456,0.0373889,0.0375034,4606.75,54.2627,54.4289,0.575737,0.0505722,0.0770288,0.136945,0.968656,
JK3_mph-12,42344.3,1219.4,5.52846e+06,190495,537.183,26.7209,1250.65,154.463,924.672,131.407,2271.67,311.639,1332.54,71.8703,696.536,30.7928,5.57888e+06,192370,20.4367,1.73377,1,0,17208.6,1219.13,5.52811e+06,190496,7.14913,26.7777,1248.86,154.461,922.796,131.406,2267.69,311.647,1332.49,71.8716,696.17,30.7976,5.55276e+06,192369,1.82774,0.178978,6348.89,318.647,174.646,17.3792,5134.29,77.3882,1.71414,0.183303,18868.8,1110.89,4.16783,0.504015,0.733129,9893.96,476.517,135.908,17.4099,24.255,4814.41,94.8384,1.71414,0.183303,18868.8,1110.89,0.722374,0.0251233,0.0252757,4637.02,47.9065,0.319076,0.0251551,0.556729,0.0345924,3.12561,0.375202,0.54576,8531.65,447.243,650.549,334.301,42.3607,59.0157,5726.03,94.3566,131.455,0.731717,0.0254482,0.0256026,4646.85,47.9845,48.2755,0.583741,0.045946,0.066832,0.227169,0.982757,
JK3_mph-13,64566.7,2246.25,4.97149e+06,173258,553.238,26.2716,675.199,96.91,492.018,79.4193,1268.11,193.014,1582.58,107.507,453.081,27.3909,5.04174e+06,175596,20.4374,1.73384,1,0,39629.4,2240.83,4.97115e+06,173258,21.1495,26.2322,673.509,96.9087,490.144,79.4193,1263.68,193.02,1582.59,107.505,452.585,27.3902,5.01589e+06,175587,1.54789,0.164531,5678.7,355.2,147.028,16.0981,4933.91,102.396,0.828156,0.101286,11252.2,944.993,3.55507,0.452424,0.641027,9029.96,534.36,114.6,15.2839,20.8897,4605.57,121.789,0.828156,0.101286,11252.2,944.993,0.709671,0.0352074,0.0353125,4486.32,65.7687,0.397412,0.0361312,0.30395,0.0172264,2.72372,0.34601,0.490252,7832.5,500.898,709.708,292.717,38.8628,53.117,5550.93,122.309,167.169,0.718849,0.0356627,0.0357691,4500.39,65.6408,65.8368,0.722655,0.0656753,0.0930535,0.113359,0.95129,
JK3_mph-14,43022.8,669.456,5.41528e+06,193460,569.169,28.6352,1077.73,109.255,787.034,85.3327,1876.03,202.912,1303.3,63.435,599.241,28.0414,5.46521e+06,194334,20.4367,1.73377,1,0,18228.3,670.107,5.41493e+06,193461,50.0369,28.5758,1076.08,109.255,785.161,85.3327,1871.25,202.917,1303.08,63.4429,598.91,28.0373,5.43953e+06,194338,1.79339,0.120076,6441.51,234.157,178.544,12.6139,5202.95,64.0341,1.55654,0.162278,17734.5,1088.13,4.05523,0.359755,0.630684,10007.4,357.502,135.146,12.5542,20.9671,4880.89,78.1972,1.55654,0.162278,17734.5,1088.13,0.72744,0.0239087,0.024071,4656.4,41.7847,0.287988,0.0187699,0.476083,0.0241797,3.10042,0.275954,0.483773,8701.59,339.314,594.848,349.635,32.4773,54.2413,5852.27,81.7639,136.556,0.736847,0.0242179,0.0243823,4666.44,41.638,41.9207,0.524167,0.0341875,0.0599337,0.110461,0.985733,
