,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,PbTotal_mean,PbTotal_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,PbTotal_CPS_mean,PbTotal_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
GQ5_5
NF9_4-2,9.85032e+06,625831,582.272,26.7701,801.738,53.8823,514.542,36.9898,1241.74,96.2918,443.881,44.5174,693.484,51.2736,3143.93,179.144,9.85775e+06,626141,17.0641,1.68873,1,0,1.05637e+07,522262,40.738,27.6037,857.696,45.5559,550.463,32.1423,1323.04,89.207,474.703,44.2094,745.818,45.1937,2775.7,157.229,1.05704e+07,522467,1.19595,0.0490478,5053.16,151.903,105.98,4.99972,4715.65,50.2369,-0.810906,9.29761,28572.7,1849.46,1.02338,0.0434227,0.0548662,4491.63,135.656,90.7417,4.38276,5.26926,4551.69,49.9967,8.4895,1.63563,39438,2077.07,0.648389,0.0252892,0.0253395,4518.72,51.0358,1.03059,0.0432894,-1.25702,6.72298,1.13409,0.0481216,0.0608035,4829.7,142.531,180.094,100.202,4.84026,5.8193,4651.24,50.06,60.1857,0.658702,0.0256914,0.0257424,4537.86,50.8176,50.9186,0.938944,0.0394397,0.0498336,0.669949,0.346737,
NF9_4-3,9.62816e+06,609082,567.87,25.8061,828.129,55.0516,526.356,36.1707,1323.16,100.856,562.516,52.0881,614.855,40.0881,3257.72,186.89,9.63593e+06,609487,17.0522,1.69166,1,0,1.03725e+07,500894,53.7889,26.4532,885.475,47.5627,559.431,30.1388,1420.89,90.6356,607.296,50.3838,661.98,33.938,2914.75,153.197,1.03796e+07,501207,1.36761,0.0678721,5462.77,184.281,120.561,6.34849,4834.34,50.1815,2.6919,0.285227,24640.9,1368.63,1.16324,0.0620162,0.0727959,4880.27,185.013,103.217,5.9518,6.81872,4661.04,57.2507,6.03583,0.853349,36494.8,2214.88,0.652581,0.0235639,0.0236185,4546.83,50.266,0.93188,0.0527981,1.243,0.116827,1.28662,0.0686266,0.0805553,5228.65,194,227.721,113.746,6.56196,7.51776,4758.6,57.3372,65.6887,0.662977,0.0239393,0.0239948,4566.26,50.1121,50.2283,0.849521,0.0481456,0.0565143,0.819635,0.345433,
NF9_4-4,9.07926e+06,625244,580.462,25.2472,687.308,51.341,438.15,33.3965,1083.82,88.5593,555.212,63.1871,610.148,48.6247,2795.05,166.054,9.08611e+06,625625,17.0522,1.69166,1,0,9.73669e+06,561415,61.9832,26.5514,736.706,46.3242,465.111,31.5956,1156.55,83.8579,596.133,64.5366,654.91,45.9376,2425.49,153.444,9.74287e+06,561751,1.17966,0.0653489,4949.57,190.981,102.149,6.6448,4652.54,67.0095,2.58964,0.310388,23514.5,1458.19,0.989152,0.0538505,0.0628544,4375.39,175.448,86.8382,5.7177,6.36619,4487.78,68.511,-48.5381,109.231,35110.9,2327.24,0.648916,0.0299294,0.029972,4490.92,67.511,1.06889,0.05296,1.43173,0.155997,1.09051,0.0593853,0.0693147,4688.56,184.026,214.795,95.4652,6.28691,6.99995,4582.73,68.6036,76.3844,0.659271,0.0304071,0.0304503,4501.9,67.5998,67.6959,0.975969,0.0483683,0.0564556,0.745034,0.214326,
NF9_4-5,9.18139e+06,631990,567.11,25.9278,621.598,34.2045,391.081,24.357,1045.86,72.2016,935.525,67.6406,509.498,31.9905,2622.34,118.764,9.18814e+06,632198,17.0522,1.69166,1,0,9.8542e+06,563928,37.3252,27.0712,655.851,24.4003,414.361,19.0782,1109.56,65.5121,1001.51,62.0745,547.611,26.2289,2224.24,95.6075,9.86022e+06,564039,1.27339,0.061249,5216.67,165.426,110.403,5.98938,4747.17,57.2617,1.18734,0.0936661,15223.5,810.206,1.05522,0.0472449,0.0585487,4665.28,162.154,93.9087,5.27211,6.07942,4582.17,58.3562,2.74607,0.304033,25457.8,1605.82,0.644019,0.0257907,0.0258393,4517.92,51.4746,0.999066,0.0464426,0.584716,0.04059,1.1581,0.0518696,0.0642799,4977.85,169.235,209.726,102.967,5.7828,6.66832,4674.61,58.4278,67.3748,0.654312,0.0262029,0.0262523,4529.52,50.9388,51.0349,0.914677,0.0425364,0.0527137,0.735971,0.172498,
NF9_4-6,9.6626e+06,640150,543.843,24.2343,535.068,48.2237,321.086,28.7272,873.415,83.1669,1168.25,95.0335,514.819,53.2245,2288.92,156.587,9.66892e+06,640568,17.1622,1.68815,1,0,1.03258e+07,564445,-2.58992,25.4381,566.673,47.3566,340.899,27.7754,922.118,82.3626,1238.34,86.7226,556.187,52.471,1845.52,153.802,1.03314e+07,564844,1.08585,0.0546559,4662.73,165.982,93.9317,5.69553,4579.56,65.3459,0.76589,0.0563932,11218.8,645.442,0.917267,0.0455465,0.054572,4150.7,154.749,79.6225,4.73969,5.39006,4414.91,65.1036,1.77517,0.222397,18856,1345.98,0.649223,0.0326721,0.0327111,4452.65,63.9621,1.1659,0.0569439,0.463106,0.0342339,1.00069,0.0497075,0.0595575,4419.97,161.844,193.915,87.0448,5.18188,5.89292,4504.19,65.1885,74.1335,0.659616,0.0331952,0.0332349,4457.44,63.3689,63.4446,1.07163,0.0523542,0.0627287,0.628013,0.223318,
NF9_4-7,1.03782e+07,489386,602.872,25.3318,1498.66,50.0892,646.088,33.6974,1800.85,99.7001,6503.11,207.192,3350.74,96.4165,4535.39,152.236,1.03973e+07,489759,18.1373,1.59979,1,0,1.03778e+07,489397,56.9843,25.3266,1493.62,50.08,641.736,33.6965,1792.04,99.6829,6500.51,207.172,3333.7,96.1841,3966.38,151.96,1.03958e+07,489769,0.446765,0.0134772,2371.1,59.9303,26.3012,1.30259,3326.62,51.5808,0.277274,0.0149762,4898.7,234.043,0.379776,0.0139374,0.0186856,2072.43,66.7922,22.7569,1.34684,1.53367,3171.49,60.3192,0.586934,0.0457565,9132.25,574.339,0.424298,0.0170493,0.0170813,3962.65,65.092,2.73087,0.104831,0.521184,0.0171624,0.396789,0.0145966,0.0195694,2150.9,69.0821,92.6169,23.8266,1.41208,1.60796,3215.86,60.5251,68.9208,0.431177,0.0173257,0.0173581,3986.78,64.992,65.1137,2.59414,0.0997591,0.133745,0.720269,-0.0931801,
NF9_4-8,1.08619e+07,472056,620.092,31.6839,2390.26,111.308,1407.15,68.2326,3497.48,186.387,2881.94,261.587,2970.68,177.534,7914.98,346.547,1.08837e+07,472963,17.3235,1.54826,1,0,1.08611e+07,472064,80.9505,31.6852,2385.69,111.299,1402.88,68.2299,3489.7,186.368,2881.14,261.562,2971.66,177.49,7355.33,346.494,1.08817e+07,472970,0.829369,0.0254095,3873.27,88.9972,67.7504,2.44138,4274.94,35.7769,1.33947,0.0932577,16698.8,756.355,0.70769,0.0212117,0.0314294,3433.44,80.2093,58.087,2.04817,2.77511,4121.8,35.3638,2.78966,0.262623,25523.3,1437.42,0.591435,0.0134575,0.013536,4473.17,33.3014,1.44398,0.0432312,1.10592,0.0579576,0.735489,0.0220603,0.0326868,3536.75,82.1061,121.657,60.5774,2.13651,2.8948,4163.68,35.4051,47.9711,0.601038,0.013676,0.0137557,4496.61,33.2606,33.4545,1.37725,0.04127,0.0611499,0.737439,0.0635217,
NF9_4-9,9.49004e+06,649968,567.433,27.7901,605.18,58.6735,384.856,38.4992,889.005,98.9148,640.666,60.9568,567.547,44.0691,2444.89,188.251,9.49629e+06,650392,17.0522,1.69166,1,0,1.01255e+07,557259,19.1603,29.3277,641.219,55.6013,411.853,37.9496,955.63,99.0318,684.636,60.8883,609.292,40.6398,2026.77,186.093,1.01309e+07,557654,1.05237,0.0530175,4577.45,171.538,92.963,5.34757,4563.19,57.2152,1.84775,0.296668,18720.3,1547.31,0.908341,0.0527864,0.0606013,4078.74,178.193,80.0936,5.0377,5.6608,4399.71,64.7261,3.82621,0.661829,28204.6,1869.21,0.643386,0.0297667,0.0298088,4466.82,55.6044,1.24013,0.0829342,1.17462,0.149065,0.93897,0.0546378,0.0627268,4178.04,181.624,208.513,83.2476,5.23934,5.88738,4438.28,64.8145,72.8312,0.653845,0.0302507,0.0302934,4490.31,55.5322,55.6106,1.18821,0.0795667,0.0913465,0.707706,0.28637,
NF9_4-10,9.39437e+06,640227,575.174,27.8168,845.305,81.1538,496.787,48.6577,1330.42,136.506,1498.15,117.116,711.563,57.6001,3287.02,267.316,9.40323e+06,640863,17.0641,1.68873,1,0,1.00601e+07,563294,7.47629,29.2211,905.867,78.9049,531.627,47.2632,1428.61,133.813,1611.42,107.348,763.651,52.9288,2914.37,259.56,1.00684e+07,563885,1.17646,0.0533083,4944.92,157.097,95.5652,4.57823,4603.75,51.0694,0.91484,0.079409,12632.6,837.157,1.01535,0.0552257,0.0644754,4433.81,172.843,82.7812,4.59836,5.31658,4440.17,57.3773,1.91557,0.202767,20215.4,1210.71,0.594882,0.0217021,0.0217514,4451.14,51.8577,1.08321,0.0579331,0.483006,0.0321006,1.04398,0.0568744,0.0664003,4522.15,175.511,204.907,85.7935,4.76888,5.51373,4475.91,57.4434,66.4156,0.604565,0.0220553,0.0221054,4462.74,51.0683,51.1844,1.04228,0.0558115,0.0651593,0.757022,0.514888,
NF9_4-11,8.65983e+06,633629,566.039,25.5471,389.261,29.5721,258.718,22.766,686.387,67.3481,597.438,60.8815,396.394,34.2235,1900.7,113.757,8.66481e+06,633918,17.0522,1.69166,1,0,9.27417e+06,588452,-18.1541,26.238,411.274,28.4024,271.604,22.7335,719.804,68.6847,640.216,61.3987,424.969,32.9251,1384.8,114.803,9.2782e+06,588734,1.09063,0.0809967,4602.84,228.322,98.9999,8.58243,4585.9,84.1418,1.54579,0.267385,16664.4,1433.95,0.905337,0.0603066,0.0672097,4048.9,194.32,83.6661,6.97357,7.47695,4421.19,82.8472,4.36175,1.34825,26458.3,2446.83,0.669582,0.036903,0.0369397,4405.8,74.7561,1.23635,0.0784094,0.862258,0.107256,0.925803,0.061639,0.0686947,4115.36,196.533,219.03,86.4966,7.2086,7.72895,4454.5,82.8832,88.8661,0.680495,0.0375044,0.0375417,4429.44,74.6555,74.7299,1.19457,0.0757733,0.0844469,0.819284,0.228145,
NF9_4-12,9.67926e+06,667220,569.244,27.3225,406.244,36.1761,254.116,22.5911,710.415,68.1177,618.975,65.2751,363.877,31.4668,1935.22,125.905,9.68426e+06,667525,17.0522,1.69166,1,0,1.04367e+07,576907,6.78123,28.4844,430.525,33.3179,267.59,20.6738,759.536,66.4021,667.637,64.9664,390.831,30.2349,1466.19,119.984,1.04409e+07,577185,1.18157,0.0783113,4921.55,226.223,103.062,7.32848,4653.66,74.4685,1.43605,0.176069,16433.8,1287.14,1.00623,0.0701554,0.0775189,4358.94,213.744,87.0567,6.20411,6.8093,4489.58,77.9654,3.27283,0.57307,25890.3,2122.42,0.655124,0.0353961,0.0354327,4435.13,66.0152,1.13478,0.0800319,0.670385,0.0633916,1.024,0.0714408,0.0789393,4413.36,215.74,238.384,89.8359,6.40325,7.02788,4521.04,78.0131,85.6231,0.665814,0.0359737,0.036011,4453.86,65.7931,65.8613,1.10103,0.0777128,0.0858696,0.76642,0.35024,
NF9_4-13,9.04184e+06,653443,581.104,27.3056,626.94,35.8064,424.473,26.1837,973.12,72.2916,671.637,67.5908,567.449,29.8054,2605.64,122.321,9.04829e+06,653689,17.0522,1.69166,1,0,9.7517e+06,578905,38.4846,28.8534,671.438,26.9239,454.451,20.7819,1033.63,66.6048,729.57,65.4055,610.232,21.0079,2193.98,95.4602,9.75744e+06,579060,1.11863,0.044588,4790.81,132.42,104.623,4.88656,4694.28,46.1516,1.70817,0.171507,19075,1201.55,0.951513,0.0420374,0.0523402,4258.34,136.519,89.5921,4.63203,5.45864,4529.73,51.3232,4.16329,0.609789,29910.6,2255.45,0.688248,0.0283725,0.0284229,4546.23,55.7112,1.11855,0.0529504,1.05506,0.107142,0.963753,0.042629,0.0530768,4297.84,137.584,171.304,92.3202,4.77443,5.62646,4559.8,51.3569,60.5218,0.699492,0.028836,0.0288873,4558.15,55.4803,55.579,1.08948,0.0516358,0.064291,0.674118,0.304951,
NF9_4-14,9.41176e+06,629439,576.295,26.6479,584.738,43.8297,314.091,24.9921,822.111,76.1813,2392.42,255.019,1091.72,81.3121,2309.21,141.298,9.42012e+06,629813,17.0522,1.69166,1,0,1.01638e+07,527177,43.6288,27.3883,625.114,37.173,336.671,22.7068,880.361,73.177,2607.92,249.528,1182.49,70.6122,1880.66,121.925,1.01717e+07,527405,0.546799,0.0227709,2787.46,93.8059,39.7933,1.86748,3738.58,50.7657,0.418071,0.0435959,6730.95,608.715,0.461149,0.019861,0.0249569,2445.69,91.766,33.5752,1.55399,1.89376,3576.36,52.7999,0.878674,0.105766,11780.3,1015.75,0.541857,0.0239733,0.0240103,4288.2,68.6928,2.26985,0.0975596,0.536484,0.0461867,0.465088,0.0200436,0.0251864,2462.92,92.363,116.062,34.5643,1.5999,1.94971,3604.93,52.8544,64.4108,0.550719,0.0243654,0.024403,4301.78,68.0313,68.1364,2.21852,0.0954204,0.119903,0.571688,0.341578,
NF9_4-15,9.88252e+06,615269,564.065,25.0762,766.692,48.1193,490.503,37.1724,1214.81,98.6156,856.812,80.5061,758.616,50.0602,3047.02,173.309,9.89024e+06,615664,17.0522,1.69166,1,0,1.06662e+07,489438,35.7659,27.9019,824.676,38.1864,524.376,31.4706,1295.01,87.1403,929.632,77.0457,820.527,40.8712,2697.9,145.31,1.06734e+07,489728,1.03341,0.0446923,4521.13,139.461,90.2055,4.54149,4551.55,49.2821,1.63503,0.155913,18518.7,1064.82,0.877158,0.0397236,0.0490335,4026.37,139.64,76.6297,4.12689,4.80971,4387.83,54.3444,3.79857,0.566971,28394.7,1799.85,0.638571,0.0239301,0.0239816,4511.85,54.1901,1.19557,0.055419,1.01775,0.0807009,0.881433,0.0399413,0.0493022,4040.73,140.079,172.91,78.8502,4.24666,4.9493,4416.44,54.3686,63.3643,0.649027,0.0243218,0.0243742,4517,53.6664,53.7819,1.17211,0.0543706,0.0671134,0.753365,0.176348,
NF9_4-16,9.63204e+06,600052,586.232,23.814,643.958,47.4401,396.279,29.2074,1018.23,86.5099,856.538,105.131,569.887,41.8382,2653.99,161.694,9.63891e+06,600467,17.0641,1.68873,1,0,1.03615e+07,476867,56.8357,23.7676,690.311,41.7436,423.825,25.8806,1089.68,80.7746,924.624,106.351,612.73,36.4397,2270.17,142.414,1.03677e+07,477224,1.17814,0.0487802,4977.12,148.571,101.183,4.97559,4671.46,53.0707,1.66884,0.219114,17904,1295.63,1.00773,0.0456404,0.0563355,4433,147.988,86.5354,4.49468,5.28997,4507.94,56.2083,4.79121,1.00162,28635.1,2578.65,0.640417,0.0284356,0.0284793,4497.51,61.7282,1.05111,0.0486509,0.931331,0.113723,1.00958,0.045749,0.0564696,4438.77,148.212,182.943,89.0428,4.62473,5.44303,4536.58,56.2272,66.1761,0.650914,0.0289018,0.0289461,4513.27,61.621,61.7155,1.03311,0.0478424,0.0590535,0.578578,0.316888,
NF9_4-17,1.02263e+07,689974,566.353,26.0094,901.894,90.0019,544.496,53.429,1292.29,124.862,1283.66,172.182,1107.89,133.399,3324.51,263.987,1.02356e+07,690746,17.1622,1.68815,1,0,1.09774e+07,593312,40.3984,28.2282,966.915,88.4851,583.408,52.1527,1384.25,121.368,1373.7,178.645,1193.94,135.064,2991.33,254.346,1.09863e+07,594073,0.847116,0.0372074,3909.32,129.92,70.6201,3.42051,4301.07,49.358,1.19988,0.0997618,15333.5,916.12,0.7126,0.0286578,0.036968,3451.99,113.006,59.6247,2.68625,3.30307,4136.7,46.2104,2.76487,0.31762,24963,1638.72,0.614138,0.0268705,0.026913,4453.84,57.2023,1.46254,0.0645514,1.00294,0.0694839,0.712255,0.0286396,0.0369445,3450.7,112.955,145.71,61.3823,2.76556,3.40059,4165.69,46.2367,56.8537,0.624215,0.0273115,0.0273546,4481.9,54.6956,54.782,1.44022,0.0635651,0.0819977,0.536403,0.384307,
NF9_4-18,9.72563e+06,662725,544.851,23.6566,496.893,35.2982,302.401,24.3172,792.29,77.309,1312.26,96.7612,538.347,41.5787,2147.91,129.842,9.73183e+06,663023,17.0522,1.69166,1,0,1.0487e+07,569243,10.6608,25.1604,533.462,30.5811,324.104,22.3854,853.718,74.2431,1421.06,84.3573,576.095,36.4069,1732.8,119.768,1.04925e+07,569467,0.965191,0.0470763,4310.71,156.791,82.79,5.01764,4440.44,59.2148,0.628107,0.0581773,9642.8,727.81,0.822603,0.0420649,0.0499619,3810.49,145.535,70.7651,4.52659,5.06891,4276.65,62.3296,1.42928,0.189047,16246.7,1162.2,0.620515,0.0311768,0.0312141,4385.05,67.4893,1.31625,0.0664957,0.448768,0.0339322,0.821064,0.0419898,0.0498727,3805.16,145.398,172.694,72.9184,4.66351,5.22223,4306.63,62.3478,69.8176,0.630707,0.0316888,0.0317267,4408.89,67.397,67.4778,1.29772,0.065565,0.0778737,0.570083,0.254101,
NF9_4-19,9.55492e+06,666298,545.845,25.3842,423.449,30.8643,237.148,19.6323,615.704,51.6005,1077.62,90.2897,486.979,40.369,1814.09,94.7806,9.56022e+06,666562,17.0522,1.69166,1,0,1.03059e+07,578857,14.7101,26.0099,451.983,27.963,252.73,18.5519,651.437,50.0761,1156.71,86.3575,520.457,38.8053,1345.43,85.128,1.03104e+07,579087,0.937719,0.0568565,4169.35,184.595,73.8173,5.5974,4297.59,79.1236,0.634985,0.0534987,9659.06,680.431,0.796893,0.0502048,0.056591,3717.25,182.077,62.9637,4.86966,5.27573,4144.41,84.3698,1.49918,0.181611,17384.6,1428.92,0.585862,0.0342655,0.0342958,4289.65,84.0607,1.40488,0.0943822,0.478337,0.0293606,0.79504,0.0500876,0.0564588,3710.8,181.842,204.972,64.9718,5.02437,5.44334,4175.72,84.4042,91.4424,0.595494,0.0348288,0.0348596,4296.99,83.7289,83.8029,1.38564,0.093088,0.104929,0.688242,0.164238,
NF9_4-20,1.00911e+07,656279,549.69,28.8531,480.639,39.4944,287.883,25.255,747.74,70.0782,911.234,109.35,501.065,47.0983,2062.26,124.961,1.00968e+07,656596,17.1622,1.68815,1,0,1.06904e+07,510177,13.5525,29.7328,508.978,35.4019,307.485,23.799,794.31,68.5352,982.911,110.552,537.58,45.6821,1622.44,120.177,1.06953e+07,510465,1.01454,0.0592224,4444.64,187.683,81.2684,4.40256,4441.2,59.6679,0.965381,0.10989,13418.4,1159.95,0.849768,0.048147,0.0556206,3932.87,172.547,70.1297,4.09375,4.67649,4276.85,60.5551,2.3706,0.335085,21615.2,1776.61,0.609025,0.0312872,0.0313231,4378.41,71.1737,1.29419,0.0725652,0.667883,0.0656337,0.848312,0.0480626,0.0555231,3927.9,172.38,199.138,72.5046,4.23165,4.83402,4310.16,60.577,69.2,0.619047,0.0318021,0.0318385,4392.35,70.8317,70.9129,1.27582,0.0715322,0.0826359,0.538182,0.428245,
NF9_4-21,1.00344e+07,723109,535.818,25.4958,998.121,64.8133,615.508,38.3111,1443.97,110.623,732.929,59.1098,940.041,66.4959,3586.3,198.056,1.00433e+07,723519,17.0522,1.69166,1,0,1.06783e+07,593581,9.85148,27.2837,1065.11,51.8426,655.812,29.8569,1550.74,100.691,793.69,53.9772,1015.85,57.2806,3284.15,162.553,1.06867e+07,593869,1.07402,0.0412251,4674.28,131.929,92.8079,4.12992,4582.49,45.7435,2.18041,0.193166,22243.6,1112.3,0.913735,0.0366138,0.0472995,4142.35,123.171,78.4929,3.26766,4.1328,4412.18,42.3076,4.73256,0.565051,33363.2,1834.52,0.628219,0.0230071,0.023059,4479.65,46.885,1.1432,0.0471137,1.40501,0.101374,0.913796,0.0366051,0.0472882,4142.58,123.134,159.07,81.3471,3.38685,4.28355,4447.97,42.3267,53.533,0.638566,0.0233861,0.0234388,4495.21,46.0993,46.2032,1.12528,0.0463616,0.0598921,0.640275,0.462358,
NF9_4-22,1.06112e+07,676528,562.271,25.2264,997.267,66.7354,607.221,45.0814,1532.16,124.077,698.052,63.4549,923.116,65.9297,3708.63,221.917,1.06203e+07,677001,17.0641,1.68873,1,0,1.14086e+07,552088,16.739,24.0176,1069.09,56.1883,650.865,39.9877,1629.3,110.043,749.313,61.3796,991.389,57.8491,3396.58,194.084,1.14171e+07,552456,1.11826,0.0431512,4806.29,134.981,94.5187,4.63968,4592.84,48.5512,2.68996,0.36181,23837.5,1277.28,0.955925,0.0412086,0.0517642,4273.74,135.56,80.4481,4.27466,4.99981,4429.76,53.4151,6.42869,1.16414,34853,2034.09,0.613131,0.0221875,0.0222387,4472.04,47.6727,1.10518,0.0474175,1.57354,0.178834,0.958889,0.0412974,0.0518758,4283.43,135.655,170.404,83.6065,4.43914,5.19219,4468.41,53.4038,62.4632,0.623238,0.0225532,0.0226053,4488.05,47.0472,47.1558,1.08504,0.0465142,0.0584289,0.727269,0.136569,
NF9_4-23,1.08519e+07,696599,607.807,28.9216,1564.11,122.502,994.705,77.1017,2345.78,191.338,953.891,79.1745,1353.29,98.7651,5519.99,383.484,1.08653e+07,697438,17.0641,1.68873,1,0,1.16545e+07,577296,96.2236,32.0705,1679.5,111.42,1067.14,69.9233,2514.7,177.766,1010.54,73.0228,1454.9,87.5222,5355.31,345.509,1.16676e+07,578009,1.15337,0.0365605,4911.36,109.658,101.377,3.23097,4681.78,32.1609,2.66631,0.201024,25457.3,1044.56,0.98277,0.0369106,0.0489865,4372.53,120.288,86.6881,3.20291,4.25062,4522.1,38.5135,6.00581,0.622362,37338.8,1703.9,0.645633,0.0195199,0.0195844,4555.45,37.7358,1.063,0.0421663,1.54827,0.101572,0.990274,0.0371138,0.0492561,4396.74,120.505,159.93,90.3986,3.33537,4.42642,4564.23,38.4804,51.0678,0.656284,0.0198419,0.0199075,4575.85,37.3909,37.5145,1.03965,0.0411688,0.0546379,0.6775,0.405845,
NF9_4-24,1.0962e+07,664437,616.144,27.3271,1288.32,85.1756,795.221,55.3622,1909.78,141.194,766.479,58.1205,1269.3,77.5389,4612.89,271.969,1.09733e+07,665032,17.0641,1.68873,1,0,1.17705e+07,528466,94.966,29.1007,1379.67,71.8786,851.057,48.1084,2045.11,125.73,809.882,52.232,1364.1,61.1501,4368.59,229.604,1.17814e+07,528920,1.0126,0.0331459,4478,105.049,85.3127,3.02004,4509.53,35.4133,2.70736,0.195316,25910.7,1132.71,0.864096,0.0343958,0.044553,3990.32,120.24,72.675,2.99145,3.79965,4350.91,43.252,6.35843,0.718258,37763.1,1831.74,0.620636,0.0191209,0.0191818,4505.56,41.6901,1.21431,0.0484603,1.81909,0.11618,0.875964,0.034767,0.0450337,4031,120.792,156.462,76.0798,3.12653,3.97122,4396.84,43.2123,54.8868,0.630882,0.0194365,0.0194984,4529.35,41.6381,41.7706,1.18168,0.0470504,0.0609444,0.725448,0.319154,
NF9_4-25,1.09076e+07,726514,578.078,28.992,575.284,39.315,335.811,25.6211,926.492,75.6664,1567.21,109.872,629.05,44.4309,2415.67,132.571,1.09146e+07,726784,17.1622,1.68815,1,0,1.16948e+07,623134,39.0073,30.3569,610.584,34.7769,356.404,23.5054,988.227,69.5583,1685.46,95.1417,668.795,37.7056,1992.78,115.8,1.17012e+07,623296,0.924187,0.0423037,4166.9,136.177,75.3202,4.34176,4351.69,58.6354,0.624974,0.0522416,9538.63,644.143,0.784441,0.0383915,0.0462036,3682.32,134.686,63.8615,3.88196,4.39405,4187.68,62.7802,1.3204,0.129299,16465,1096.07,0.599098,0.0304984,0.030534,4350.53,69.248,1.36093,0.0656021,0.41849,0.0262107,0.80139,0.0391538,0.0471211,3742.23,136.037,163.719,67.1445,4.07786,4.61578,4237.81,62.783,71.065,0.608996,0.0310023,0.0310385,4374.56,69.1533,69.234,1.3161,0.0633357,0.0762236,0.582148,0.283662,
NF9_4-26,1.0943e+07,704617,558.346,25.2187,671.387,44.2002,438.149,31.3508,1064.57,84.3793,1129.09,82.7301,657.31,43.5005,2730.09,148.936,1.09503e+07,704968,17.0641,1.68873,1,0,1.17763e+07,573469,8.62831,26.5993,714.416,34.6527,468.043,27.145,1137.47,76.5307,1206.98,69.276,708.622,35.5974,2329.9,124.838,1.1783e+07,573720,1.03948,0.0455912,4572.59,143.457,92.6796,4.57966,4573.58,48.0926,1.04608,0.0940866,13883.2,892.906,0.888851,0.0422152,0.0512896,4042.12,144.462,79.3299,4.22719,4.94053,4402.97,54.2803,2.16749,0.205499,22262,1309.79,0.652912,0.025421,0.0254717,4507.62,46.8184,1.1846,0.0529693,0.619546,0.0395864,0.917111,0.0434767,0.0528223,4136.12,146.637,178.157,83.8307,4.46238,5.21541,4458.36,54.2621,63.4188,0.663706,0.0258412,0.0258927,4531.45,46.7596,46.8529,1.13651,0.0507052,0.0616046,0.686093,0.348313,
