tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
GQ.26a	GQ.26a_LP-DIR-T	GQ.26a		Hmt	284.8	41.6	2	19	100	0.0	4.4	963	888	K		hargrave 2024-05-09 14:08:58	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.26a		GQ.26a																	This study			7e-06		Goodrich Quartzite	GQ
GQ.26a	GQ.26a_LP-DIR-T	GQ.26a		Mgt	204.8	38.5	2	9	100	8.8	14.5	853	798	K		hargrave 2024-05-09 14:08:58	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.27a	GQ.27a_LP-DIR-T	GQ.27a		Mgt	189.0	45.1	2	9	0	5.4	8.7	848	773	K		hargrave 2024-05-09 11:52:41	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.27a	GQ.27a_LP-DIR-T	GQ.27a		Hmt	248.3	74.2	2	16	0	0.0	6.5	961	888	K		hargrave 2024-05-09 11:52:41	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.27a	GQ.27a_LP-DIR-T	GQ.27a		Hmt	95.9	81.1	2	16	100	0.0	6.5	961	888	K		hargrave 2024-05-09 11:52:41	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.27a	GQ.27a_LP-DIR-T	GQ.27a		Mgt	163.1	48.5	2	9	100	5.4	8.7	848	773	K		hargrave 2024-05-09 11:52:41	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.27a		GQ.27a																	This study			8e-06		Goodrich Quartzite	GQ
GQ.28a		GQ.28a																	This study			1e-05		Goodrich Quartzite	GQ
GQ.28a	GQ.28a_LP-DIR-T	GQ.28a		Mgt	189.7	-11.8	2	9	100	1.2	7.0	853	798	K		hargrave 2024-05-09 11:54:12	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.28a	GQ.28a_LP-DIR-T	GQ.28a		Hmt	189.8	1.8	2	17	100	0.0	5.0	957	873	K		hargrave 2024-05-09 11:54:12	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.28a	GQ.28a_LP-DIR-T	GQ.28a		Mgt	183.2	-19.4	2	9	0	1.2	7.0	853	798	K		hargrave 2024-05-09 11:54:12	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.28a	GQ.28a_LP-DIR-T	GQ.28a		Hmt	188.7	-6.9	2	17	0	0.0	5.0	957	873	K		hargrave 2024-05-09 11:54:12	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.29a		GQ.29a																	This study			1.5e-05		Goodrich Quartzite	GQ
